질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
병가를 며칠 이상 사용하면 진단서가 필요한가요?,,병가 일수가 연간 6일을 초과하는 경우에는 의사의 진단서를 붙여야 합니다.,,복무규정_0039,복무규정 제17조 [복무규정_0039],"1. 복무규정_0039 (복무규정)
2. 복무규정_0038 (복무규정)
3. 인사규정_0089 (인사규정)
4. 복무규정_0014 (복무규정)
5. 인사규정_0090 (인사규정)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)","복무규정_0038 (chunk_no=38)
복무규정_0039 (chunk_no=39)
복무규정_0040 (chunk_no=40)
복무규정_0037 (chunk_no=37)
인사규정_0088 (chunk_no=88)
인사규정_0089 (chunk_no=89)
인사규정_0090 (chunk_no=90)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
인사규정_0091 (chunk_no=91)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)",3.463,1.136,4.601
승진하려면 교육훈련시간을 꼭 채워야 하나요?,,"승진에 필요한 교육훈련시간은 반드시 이수해야 합니다. 교육훈련시간은 '교육이수시간제 운영예규'에 따라 정해지며, 사장이 정하는 소정의 과정을 이수한 직원이 대상입니다.",,승진임용규칙_0034|승진임용규칙_0035,승진임용규칙 제10조 [승진임용규칙_0034],"1. 승진임용규칙_0037 (승진임용규칙)
2. 승진임용규칙_0038 (승진임용규칙)
3. 승진임용규칙_0034 (승진임용규칙)
4. 승진임용규칙_0036 (승진임용규칙)
5. 승진임용규칙_0033 (승진임용규칙)
6. 승진임용규칙_0032 (승진임용규칙)","승진임용규칙_0036 (chunk_no=36)
승진임용규칙_0037 (chunk_no=37)
승진임용규칙_0038 (chunk_no=38)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0033 (chunk_no=33)
승진임용규칙_0034 (chunk_no=34)
승진임용규칙_0035 (chunk_no=35)
승진임용규칙_0032 (chunk_no=32)
승진임용규칙_0031 (chunk_no=31)",3.417,1.271,4.689
승진후보자 점수가 같으면 누가 우선순위가 되나요?,,"승진후보자의 점수가 동일한 경우, 우선순위는 다음과 같이 결정됩니다: 1) 역량평가점수 또는 근무성적평정점수가 우수한 자, 2) 해당직급에서 장기 근무한 자.",,승진임용규칙_0052,승진임용규칙 제18조 [승진임용규칙_0052],"1. 승진임용규칙_0052 (승진임용규칙)
2. 승진임용규칙_0019 (승진임용규칙)
3. 승진임용규칙_0013 (승진임용규칙)
4. 인사규정_0044 (인사규정)
5. 인사규정_0043 (인사규정)
6. 승진임용규칙_0040 (승진임용규칙)","승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
승진임용규칙_0053 (chunk_no=53)
승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)
승진임용규칙_0012 (chunk_no=12)
승진임용규칙_0013 (chunk_no=13)
승진임용규칙_0014 (chunk_no=14)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
인사규정_0042 (chunk_no=42)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0040 (chunk_no=40)
승진임용규칙_0041 (chunk_no=41)",3.499,1.48,4.981
출장을 다녀온 뒤 여비 정산은 언제까지 해야 하나요?,,출장자는 여행을 마친 날의 다음날부터 기산하여 1주일 이내에 운임과 숙박비의 세부 사용내용을 확인할 수 있는 증거서류를 갖추고 회계 관계 직원에게 운임과 숙박비 정산을 신청하여야 합니다.,,여비규정_0008,여비규정 제6조 [여비규정_0008],"1. 여비규정_0008 (여비규정)
2. 여비규정_0019 (여비규정)
3. 여비규정_0005 (여비규정)
4. 여비규정_0026 (여비규정)
5. 여비규정_0007 (여비규정)
6. 여비규정_0027 (여비규정)","여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)",3.507,1.714,5.222
하루만 출장 가는 경우 출장비는 얼마인가요?,,"하루만 출장 가는 경우에는 20,000원이 지급됩니다. 다만, 현장업무 외의 사유로 공사차량 및 임차차량을 이용하는 경우에는 10,000원이 감액되어 지급됩니다.",,여비규정_0021,여비규정 제12조 [여비규정_0021],"1. 여비규정_0020 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0019 (여비규정)
4. 여비규정_0034 (여비규정)
5. 여비규정_0021 (여비규정)
6. 여비규정_0018 (여비규정)","여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0018 (chunk_no=18)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0022 (chunk_no=22)
여비규정_0017 (chunk_no=17)",3.395,1.235,4.632
연차를 시간 단위로 사용할 수 있나요?,,"연차휴가는 1일 단위로 사용하는 것을 원칙으로 하되, 업무에 지장이 없는 범위 내에서 시간 단위로 분할하여 사용할 수 있습니다. 이 경우 8시간 연차휴가 사용은 연차휴가 1일로 계산됩니다.",,연차_휴가에_관한_예규_0020,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0020],"1. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0012 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0004 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0003 (chunk_no=3)",3.623,1.422,5.048
사용하지 못한 연차는 다음 해로 저축할 수 있나요?,,"사용하지 못한 연차는 업무로 인하여 부득이 사용하지 못한 경우 매년 7일 이내로 최대 5년까지 저축할 수 있으며, 저축한도 일수는 최대 20일까지입니다. 그러나 저축된 연차휴가는 사용하지 않을 경우 보상하지 않습니다.",,연차_휴가에_관한_예규_0025,연차_휴가에_관한_예규 제8조 [연차_휴가에_관한_예규_0025],"1. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0026 (연차_휴가에_관한_예규)
3. 복무규정_0035 (복무규정)
4. 급여규정_0060 (급여규정)
5. 급여규정_0018 (급여규정)
6. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)
연차_휴가에_관한_예규_0027 (chunk_no=27)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
급여규정_0059 (chunk_no=59)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0017 (chunk_no=17)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)",3.676,1.575,5.253
입사한 지 1년이 안 됐는데도 연차가 생기나요?,,입사한 지 1년 미만인 경우에는 1개월 개근 시 1일의 연차휴가를 부여받습니다.,,연차_휴가에_관한_예규_0005,연차_휴가에_관한_예규 제4조 [연차_휴가에_관한_예규_0005],"1. 인사규정_0039 (인사규정)
2. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 인사규정_0040 (인사규정)
5. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
6. 복무규정_0035 (복무규정)","인사규정_0038 (chunk_no=38)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
인사규정_0041 (chunk_no=41)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)",3.732,1.472,5.208
연차를 다 썼는데 다음 연도 연차를 미리 사용할 수 있나요?,,"연차를 다 사용한 경우, 다음 연도의 연차를 미리 사용할 수 있습니다. 단, 소속기관장은 재직기간에 따라 미리 사용할 수 있는 최대 연차 일수를 정해두고 있으며, 연차일수가 없거나 잔여 연차일수가 부족한 경우에 해당합니다.",,복무규정_0035,복무규정 제14조 [복무규정_0035],"1. 복무규정_0035 (복무규정)
2. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)","복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)
연차_휴가에_관한_예규_0007 (chunk_no=7)",3.52,1.457,4.979
교통사고 때문에 지각한 경우에도 지각으로 처리되나요?,,"교통사고로 인해 지각한 경우에는 지각으로 처리되지만, 비상재해나 교통사고와 같은 자기의 책임에 귀속되지 않는 사유가 있는 경우에는 지각하지 않은 것으로 간주됩니다.",,복무규정_0015,복무규정 제7조 [복무규정_0015],"1. 복무규정_0015 (복무규정)
2. 복무규정_0016 (복무규정)
3. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
4. 복무규정_0024 (복무규정)
5. 보안업무예규_0167 (보안업무예규)
6. 여비규정_0055 (여비규정)","복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)
복무규정_0017 (chunk_no=17)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)
여비규정_0054 (chunk_no=54)
여비규정_0055 (chunk_no=55)
여비규정_0056 (chunk_no=56)",3.587,1.643,5.234
회사에서 사용할 수 있는 휴가에는 어떤 종류가 있나요?,,제공된 문서만으로는 확인하기 어렵습니다.,,,,"1. 연차_휴가에_관한_예규_0019 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0022 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0023 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0016 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)
연차_휴가에_관한_예규_0017 (chunk_no=17)",3.798,2.24,6.042
승진후보자 순위는 어떤 기준으로 정해지나요?,,"승진후보자 순위는 다음 기준에 따라 정해집니다: 1) 동일직렬의 바로 하위 직급에 재직하는 자를 우선 임용하며, 2) 승진소요최저연수에 도달한 자 중에서 고 순위순으로 결원의 3배수 범위에 있는 자를 임용 또는 임용 제청합니다. 또한, 동점자의 경우에는 논술시험점수, 근무성적평정 점수 등을 기준으로 순위를 결정합니다.",,승진임용규칙_0019|승진임용규칙_0018|인사규정_0044|인사규정_0043|승진임용규칙_0052,"승진임용규칙 제5조 [승진임용규칙_0018]
승진임용규칙 제18조 [승진임용규칙_0052]
인사규정 제17조 [인사규정_0043]
인사규정 제18조 [인사규정_0044]","1. 승진임용규칙_0019 (승진임용규칙)
2. 승진임용규칙_0013 (승진임용규칙)
3. 승진임용규칙_0052 (승진임용규칙)
4. 인사규정_0043 (인사규정)
5. 인사규정_0044 (인사규정)
6. 승진임용규칙_0075 (승진임용규칙)","승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)
승진임용규칙_0012 (chunk_no=12)
승진임용규칙_0013 (chunk_no=13)
승진임용규칙_0014 (chunk_no=14)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
승진임용규칙_0053 (chunk_no=53)
인사규정_0042 (chunk_no=42)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
승진임용규칙_0074 (chunk_no=74)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)",3.729,5.429,9.162
자격증이 있으면 승진할 때 가점을 받을 수 있나요?,,"네, 자격증이 있으면 승진할 때 가점을 받을 수 있습니다. 직무에 필요한 자격증 소지자는 별표 2의 구분에 따라 직렬별로 가점이 부여됩니다.",,승진임용규칙_0049|승진임용규칙_0076,"승진임용규칙 제16조 [승진임용규칙_0049]
승진임용규칙 별표 2 - 자격별 가점표 (제16조제2항 관련) [승진임용규칙_0076]","1. 승진임용규칙_0049 (승진임용규칙)
2. 승진임용규칙_0076 (승진임용규칙)
3. 인사규정_0060 (인사규정)
4. 인사규정_0044 (인사규정)
5. 인사규정_0182 (인사규정)
6. 인사규정_0048 (인사규정)","승진임용규칙_0048 (chunk_no=48)
승진임용규칙_0049 (chunk_no=49)
승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
인사규정_0181 (chunk_no=181)
인사규정_0182 (chunk_no=182)
인사규정_0183 (chunk_no=183)
인사규정_0047 (chunk_no=47)
인사규정_0048 (chunk_no=48)
인사규정_0049 (chunk_no=49)",3.703,1.177,4.883
항공편으로 출장하는 경우 숙박비도 지급되나요?,,"항공여행의 경우에는 숙박비가 지급되지 않습니다. 다만, 천재지변이나 그 밖의 부득이한 사유로 육지에서 숙박할 필요가 있는 경우에는 숙박비가 지급될 수 있습니다.",,여비규정_0018,여비규정 제10조 [여비규정_0018],"1. 여비규정_0018 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0034 (여비규정)
4. 여비규정_0013 (여비규정)
5. 여비규정_0017 (여비규정)
6. 여비규정_0033 (여비규정)","여비규정_0017 (chunk_no=17)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0012 (chunk_no=12)
여비규정_0013 (chunk_no=13)
여비규정_0014 (chunk_no=14)
여비규정_0016 (chunk_no=16)
여비규정_0032 (chunk_no=32)",3.662,1.215,4.879
집에서 출장지로 바로 출발해도 여비를 받을 수 있나요?,,"근무지 또는 출장지 외의 곳에 거주하는 경우, 그 거주지로부터 목적지까지 직접 여행하는 경우에는 여비를 지급받을 수 있습니다. 다만, 지급되는 여비는 근무지 또는 출장지로부터 목적지까지의 여비를 초과할 수 없습니다.",,여비규정_0005,여비규정 제4조 [여비규정_0005],"1. 여비규정_0005 (여비규정)
2. 여비규정_0034 (여비규정)
3. 여비규정_0038 (여비규정)
4. 여비규정_0033 (여비규정)
5. 여비규정_0018 (여비규정)
6. 여비규정_0026 (여비규정)","여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0037 (chunk_no=37)
여비규정_0038 (chunk_no=38)
여비규정_0039 (chunk_no=39)
여비규정_0032 (chunk_no=32)
여비규정_0017 (chunk_no=17)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)",3.781,1.524,5.308
연차를 신청하면 무조건 사용할 수 있나요?,,"연차휴가는 본인의 자유의사에 따라 사용 가능하지만, 소속장은 업무상 특별한 지장이 없는 한 허가해야 합니다. 만약 부득이한 사유로 휴가원을 허가할 수 없을 경우, 1차에 한정하여 그 시기를 변경할 수 있습니다.",,연차_휴가에_관한_예규_0019|연차_휴가에_관한_예규_0022,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0019],"1. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0019 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0022 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)",3.665,1.883,5.551
연차 기간에 휴일이 포함되면 그날도 연차에서 차감되나요?,,"휴가기간 중의 휴일은 연차일수에 산입되지 않습니다. 즉, 연차 기간에 휴일이 포함되더라도 그날은 연차에서 차감되지 않습니다.",,검색 문서 8 | chunk_id: 연차_휴가에_관한_예규_0023,,"1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0010 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0023 (연차_휴가에_관한_예규)
4. 복무규정_0035 (복무규정)
5. 연차_휴가에_관한_예규_0015 (연차_휴가에_관한_예규)
6. 복무규정_0060 (복무규정)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0024 (chunk_no=24)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)
복무규정_0059 (chunk_no=59)
복무규정_0060 (chunk_no=60)
복무규정_0061 (chunk_no=61)",3.632,1.229,4.864
사내 다른 기관으로 파견되면 최대 얼마 동안 근무할 수 있나요?,,"사내 다른 기관으로의 파견근무는 최대 6개월 동안 가능하며, 부득이한 사유로 연장할 경우 1차에 한정하여 연장할 수 있으나, 총 파견기간이 1년을 초과할 수는 없습니다.",,인사규정_0067,인사규정 제26조 [인사규정_0067],"1. 인사규정_0066 (인사규정)
2. 인사규정_0067 (인사규정)
3. 인사규정_0071 (인사규정)
4. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
5. 인사규정_0061 (인사규정)
6. 인사규정_0097 (인사규정)","인사규정_0065 (chunk_no=65)
인사규정_0066 (chunk_no=66)
인사규정_0067 (chunk_no=67)
인사규정_0068 (chunk_no=68)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0062 (chunk_no=62)
인사규정_0096 (chunk_no=96)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)",3.645,1.219,4.868
회사에서 다른 직을 겸직할 수 있나요?,,"직원은 2 이상의 직을 겸직할 수 없습니다. 다만, 업무형편상 부득이한 경우에는 예외가 있을 수 있습니다.",,인사규정_0069,인사규정 제27조 [인사규정_0069],"1. 인사규정_0069 (인사규정)
2. 인사규정_0179 (인사규정)
3. 인사규정_0071 (인사규정)
4. 인사규정_0066 (인사규정)
5. 인사규정_0064 (인사규정)
6. 인사규정_0070 (인사규정)","인사규정_0068 (chunk_no=68)
인사규정_0069 (chunk_no=69)
인사규정_0070 (chunk_no=70)
인사규정_0178 (chunk_no=178)
인사규정_0179 (chunk_no=179)
인사규정_0180 (chunk_no=180)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
인사규정_0065 (chunk_no=65)
인사규정_0066 (chunk_no=66)
인사규정_0067 (chunk_no=67)
인사규정_0063 (chunk_no=63)
인사규정_0064 (chunk_no=64)",3.709,1.348,5.063
회사의 기본 근무시간은 어떻게 되나요?,,"회사의 기본 근무시간은 1일 8시간, 1주 40시간이며, 근무시간은 9시부터 18시까지입니다.",,복무규정_0005,복무규정 제4조 [복무규정_0005],"1. 복무규정_0005 (복무규정)
2. 급여규정_0023 (급여규정)
3. 복무규정_0013 (복무규정)
4. 복무규정_0010 (복무규정)
5. 연차_휴가에_관한_예규_0024 (연차_휴가에_관한_예규)
6. 복무규정_0006 (복무규정)","복무규정_0004 (chunk_no=4)
복무규정_0005 (chunk_no=5)
복무규정_0006 (chunk_no=6)
급여규정_0022 (chunk_no=22)
급여규정_0023 (chunk_no=23)
급여규정_0024 (chunk_no=24)
복무규정_0012 (chunk_no=12)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0009 (chunk_no=9)
복무규정_0010 (chunk_no=10)
복무규정_0011 (chunk_no=11)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
복무규정_0007 (chunk_no=7)",3.703,1.082,4.789
출장 중 정해진 기간 안에 업무를 끝내지 못할 것 같으면 어떻게 해야 하나요?,,"출장 중 정해진 기간 안에 임무를 완수하지 못할 사유가 발생한 경우, 전화, 전보 등으로 소속장에게 보고하고 지시를 받아야 합니다.",,복무규정_0024,복무규정 제10조 [복무규정_0024],"1. 복무규정_0024 (복무규정)
2. 복무규정_0014 (복무규정)
3. 여비규정_0027 (여비규정)
4. 복무규정_0035 (복무규정)
5. 여비규정_0034 (여비규정)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)","복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)",3.617,1.341,4.962
