질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
인사관리나 근로조건에 관한 고충은 어디에 심사를 요청할 수 있나요?,,직원은 인사관리나 근로조건에 관한 고충을 고충처리기관 또는 고충처리위원회에 청구하여 심사를 요청할 수 있습니다.,,인사규정_0113,인사규정 제47조 [인사규정_0113],"1. 인사규정_0113 (인사규정)
2. 인사규정_0131 (인사규정)
3. 인사규정_0114 (인사규정)
4. 인사규정_0132 (인사규정)
5. 인사규정_0119 (인사규정)
6. 인사규정_0040 (인사규정)
7. 인사규정_0097 (인사규정)
8. 인사규정_0081 (인사규정)
9. 인사규정_0012 (인사규정)
10. 인사규정_0144 (인사규정)","인사규정_0112 (chunk_no=112)
인사규정_0113 (chunk_no=113)
인사규정_0114 (chunk_no=114)
인사규정_0130 (chunk_no=130)
인사규정_0131 (chunk_no=131)
인사규정_0132 (chunk_no=132)
인사규정_0115 (chunk_no=115)
인사규정_0133 (chunk_no=133)
인사규정_0118 (chunk_no=118)
인사규정_0119 (chunk_no=119)
인사규정_0120 (chunk_no=120)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)
인사규정_0096 (chunk_no=96)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)
인사규정_0080 (chunk_no=80)
인사규정_0081 (chunk_no=81)
인사규정_0082 (chunk_no=82)
인사규정_0011 (chunk_no=11)
인사규정_0012 (chunk_no=12)
인사규정_0013 (chunk_no=13)
인사규정_0143 (chunk_no=143)
인사규정_0144 (chunk_no=144)
인사규정_0145 (chunk_no=145)",3.849,1.236,5.088
해고 사실을 30일 전에 예고하지 않으면 어떻게 되나요?,,"직원을 해고하고자 할 때 30일 전에 예고하지 않으면, 30일분 이상의 통상임금을 지급해야 합니다. 다만, 특정한 사유에 해당하는 경우에는 예고하지 않아도 됩니다.",,인사규정_0087,인사규정 제38조 [인사규정_0087],"1. 인사규정_0087 (인사규정)
2. 인사규정_0083 (인사규정)
3. 승진임용규칙_0042 (승진임용규칙)
4. 여비규정_0027 (여비규정)
5. 인사규정_0026 (인사규정)
6. 인사규정_0146 (인사규정)
7. 급여규정_0156 (급여규정)
8. 인사규정_0035 (인사규정)
9. 인사규정_0038 (인사규정)
10. 인사규정_0148 (인사규정)","인사규정_0086 (chunk_no=86)
인사규정_0087 (chunk_no=87)
인사규정_0088 (chunk_no=88)
인사규정_0082 (chunk_no=82)
인사규정_0083 (chunk_no=83)
인사규정_0084 (chunk_no=84)
승진임용규칙_0041 (chunk_no=41)
승진임용규칙_0042 (chunk_no=42)
승진임용규칙_0043 (chunk_no=43)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)
인사규정_0025 (chunk_no=25)
인사규정_0026 (chunk_no=26)
인사규정_0027 (chunk_no=27)
인사규정_0145 (chunk_no=145)
인사규정_0146 (chunk_no=146)
인사규정_0147 (chunk_no=147)
급여규정_0155 (chunk_no=155)
급여규정_0156 (chunk_no=156)
급여규정_0157 (chunk_no=157)
인사규정_0034 (chunk_no=34)
인사규정_0035 (chunk_no=35)
인사규정_0036 (chunk_no=36)
인사규정_0037 (chunk_no=37)
인사규정_0038 (chunk_no=38)
인사규정_0039 (chunk_no=39)
인사규정_0148 (chunk_no=148)
인사규정_0149 (chunk_no=149)",3.87,1.327,5.201
육아휴직은 자녀 한 명당 얼마나 사용할 수 있나요?,,제공된 문서만으로는 확인하기 어렵습니다.,,,,"1. 인사규정_0091 (인사규정)
2. 복무규정_0054 (복무규정)
3. 복무규정_0055 (복무규정)
4. 인사규정_0090 (인사규정)
5. 복무규정_0057 (복무규정)
6. 복무규정_0045 (복무규정)
7. 복무규정_0041 (복무규정)
8. 복무규정_0059 (복무규정)
9. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)
10. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)","인사규정_0090 (chunk_no=90)
인사규정_0091 (chunk_no=91)
인사규정_0092 (chunk_no=92)
복무규정_0053 (chunk_no=53)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
인사규정_0089 (chunk_no=89)
복무규정_0057 (chunk_no=57)
복무규정_0058 (chunk_no=58)
복무규정_0044 (chunk_no=44)
복무규정_0045 (chunk_no=45)
복무규정_0046 (chunk_no=46)
복무규정_0040 (chunk_no=40)
복무규정_0041 (chunk_no=41)
복무규정_0042 (chunk_no=42)
복무규정_0059 (chunk_no=59)
복무규정_0060 (chunk_no=60)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)",4.24,0.821,5.064
징계사유가 발생한 뒤 징계를 요구할 수 있는 기간은 얼마나 되나요?,,"징계사유가 발생한 날로부터 3년 이내에 징계 의결을 요구할 수 있습니다. 단, 금품·향응 수수, 공금 횡령·유용, 채용비리의 경우에는 5년, 성폭력, 성희롱 및 성매매의 경우에는 10년으로 연장됩니다.",,인사규정_0146,인사규정 제59조 [인사규정_0146],"1. 인사규정_0146 (인사규정)
2. 인사규정_0147 (인사규정)
3. 인사규정_0148 (인사규정)
4. 인사규정_0121 (인사규정)
5. 인사규정_0120 (인사규정)
6. 인사규정_0130 (인사규정)
7. 인사규정_0145 (인사규정)
8. 복무규정_0020 (복무규정)
9. 인사규정_0144 (인사규정)
10. 인사규정_0056 (인사규정)","인사규정_0145 (chunk_no=145)
인사규정_0146 (chunk_no=146)
인사규정_0147 (chunk_no=147)
인사규정_0148 (chunk_no=148)
인사규정_0149 (chunk_no=149)
인사규정_0120 (chunk_no=120)
인사규정_0121 (chunk_no=121)
인사규정_0122 (chunk_no=122)
인사규정_0119 (chunk_no=119)
인사규정_0129 (chunk_no=129)
인사규정_0130 (chunk_no=130)
인사규정_0131 (chunk_no=131)
인사규정_0144 (chunk_no=144)
복무규정_0019 (chunk_no=19)
복무규정_0020 (chunk_no=20)
복무규정_0021 (chunk_no=21)
인사규정_0143 (chunk_no=143)
인사규정_0055 (chunk_no=55)
인사규정_0056 (chunk_no=56)
인사규정_0057 (chunk_no=57)",3.67,1.527,5.199
지각이나 조퇴가 쌓이면 연차에서 차감되나요?,,지각 및 조퇴는 연간 합산하여 누계 8시간이 될 경우 연차휴가 1일로 산정됩니다. 따라서 지각이나 조퇴가 쌓이면 연차에서 차감될 수 있습니다.,,복무규정_0016,복무규정 제7조 [복무규정_0016],"1. 복무규정_0016 (복무규정)
2. 복무규정_0035 (복무규정)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 복무규정_0015 (복무규정)
5. 복무규정_0036 (복무규정)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
7. 연차_휴가에_관한_예규_0010 (연차_휴가에_관한_예규)
8. 연차_휴가에_관한_예규_0018 (연차_휴가에_관한_예규)
9. 급여규정_0156 (급여규정)
10. 복무규정_0014 (복무규정)","복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)
복무규정_0017 (chunk_no=17)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
복무규정_0014 (chunk_no=14)
복무규정_0037 (chunk_no=37)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0017 (chunk_no=17)
연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
급여규정_0155 (chunk_no=155)
급여규정_0156 (chunk_no=156)
급여규정_0157 (chunk_no=157)
복무규정_0013 (chunk_no=13)",3.774,1.525,5.303
병가를 며칠 이상 사용하면 진단서가 필요한가요?,,병가 일수가 연간 6일을 초과하는 경우에는 의사의 진단서를 붙여야 합니다.,,복무규정_0039,복무규정 제17조 [복무규정_0039],"1. 복무규정_0039 (복무규정)
2. 복무규정_0038 (복무규정)
3. 인사규정_0089 (인사규정)
4. 복무규정_0014 (복무규정)
5. 인사규정_0090 (인사규정)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
7. 복무규정_0040 (복무규정)
8. 복무규정_0041 (복무규정)
9. 복무규정_0020 (복무규정)
10. 복무규정_0037 (복무규정)","복무규정_0038 (chunk_no=38)
복무규정_0039 (chunk_no=39)
복무규정_0040 (chunk_no=40)
복무규정_0037 (chunk_no=37)
인사규정_0088 (chunk_no=88)
인사규정_0089 (chunk_no=89)
인사규정_0090 (chunk_no=90)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
인사규정_0091 (chunk_no=91)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
복무규정_0041 (chunk_no=41)
복무규정_0042 (chunk_no=42)
복무규정_0019 (chunk_no=19)
복무규정_0020 (chunk_no=20)
복무규정_0021 (chunk_no=21)
복무규정_0036 (chunk_no=36)",3.64,1.1,4.744
승진하려면 교육훈련시간을 꼭 채워야 하나요?,,"승진을 위해서는 직급별로 규정된 교육훈련시간을 이수해야 합니다. 그러나 교육훈련시간을 이수하지 못한 직원은 승진후보자 명부에 포함되지 않습니다. 다만, 시험으로 승진하는 경우에는 기본필수 교육과정 이수는 예외로 인정됩니다.",,승진임용규칙_0010|승진임용규칙_0009,"승진임용규칙 제3조 [승진임용규칙_0009]
승진임용규칙 제4조 [승진임용규칙_0010]","1. 승진임용규칙_0037 (승진임용규칙)
2. 승진임용규칙_0038 (승진임용규칙)
3. 승진임용규칙_0034 (승진임용규칙)
4. 승진임용규칙_0036 (승진임용규칙)
5. 승진임용규칙_0033 (승진임용규칙)
6. 승진임용규칙_0032 (승진임용규칙)
7. 인사규정_0105 (인사규정)
8. 인사규정_0044 (인사규정)
9. 승진임용규칙_0009 (승진임용규칙)
10. 인사규정_0059 (인사규정)","승진임용규칙_0036 (chunk_no=36)
승진임용규칙_0037 (chunk_no=37)
승진임용규칙_0038 (chunk_no=38)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0033 (chunk_no=33)
승진임용규칙_0034 (chunk_no=34)
승진임용규칙_0035 (chunk_no=35)
승진임용규칙_0032 (chunk_no=32)
승진임용규칙_0031 (chunk_no=31)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
인사규정_0106 (chunk_no=106)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
승진임용규칙_0008 (chunk_no=8)
승진임용규칙_0009 (chunk_no=9)
승진임용규칙_0010 (chunk_no=10)
인사규정_0058 (chunk_no=58)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)",3.695,1.452,5.15
승진후보자 점수가 같으면 누가 우선순위가 되나요?,,"승진후보자 점수가 같을 경우, 우선순위는 다음과 같이 결정됩니다: 1) 역량평가점수 또는 근무성적평정점이 우수한 자, 2) 해당직급에서 장기 근무한 자.",,승진임용규칙_0052,승진임용규칙 제18조 [승진임용규칙_0052],"1. 승진임용규칙_0052 (승진임용규칙)
2. 승진임용규칙_0019 (승진임용규칙)
3. 승진임용규칙_0013 (승진임용규칙)
4. 인사규정_0044 (인사규정)
5. 인사규정_0043 (인사규정)
6. 승진임용규칙_0040 (승진임용규칙)
7. 승진임용규칙_0075 (승진임용규칙)
8. 승진임용규칙_0006 (승진임용규칙)
9. 승진임용규칙_0020 (승진임용규칙)
10. 승진임용규칙_0044 (승진임용규칙)","승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
승진임용규칙_0053 (chunk_no=53)
승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)
승진임용규칙_0012 (chunk_no=12)
승진임용규칙_0013 (chunk_no=13)
승진임용규칙_0014 (chunk_no=14)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
인사규정_0042 (chunk_no=42)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0040 (chunk_no=40)
승진임용규칙_0041 (chunk_no=41)
승진임용규칙_0074 (chunk_no=74)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0005 (chunk_no=5)
승진임용규칙_0006 (chunk_no=6)
승진임용규칙_0007 (chunk_no=7)
승진임용규칙_0021 (chunk_no=21)
승진임용규칙_0043 (chunk_no=43)
승진임용규칙_0044 (chunk_no=44)
승진임용규칙_0045 (chunk_no=45)",3.843,1.767,5.615
출장을 다녀온 뒤 여비 정산은 언제까지 해야 하나요?,,출장자는 여행을 마친 날의 다음날부터 기산하여 1주일 이내에 운임과 숙박비의 세부 사용내용을 확인할 수 있는 증거서류를 갖추고 회계 관계 직원에게 운임과 숙박비 정산을 신청하여야 합니다.,,여비규정_0008,여비규정 제6조 [여비규정_0008],"1. 여비규정_0008 (여비규정)
2. 여비규정_0019 (여비규정)
3. 여비규정_0005 (여비규정)
4. 여비규정_0026 (여비규정)
5. 여비규정_0007 (여비규정)
6. 여비규정_0027 (여비규정)
7. 여비규정_0003 (여비규정)
8. 여비규정_0020 (여비규정)
9. 여비규정_0004 (여비규정)
10. 여비규정_0023 (여비규정)","여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)
여비규정_0002 (chunk_no=2)
여비규정_0003 (chunk_no=3)
여비규정_0021 (chunk_no=21)
여비규정_0022 (chunk_no=22)
여비규정_0023 (chunk_no=23)
여비규정_0024 (chunk_no=24)",3.744,2.449,6.197
하루만 출장 가는 경우 출장비는 얼마인가요?,,"하루만 출장 가는 경우에는 20,000원이 지급됩니다. 다만, 현장업무 외의 사유로 공사차량 및 임차차량을 이용하는 경우에는 10,000원이 감액되어 지급됩니다.",,여비규정_0021,여비규정 제12조 [여비규정_0021],"1. 여비규정_0020 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0019 (여비규정)
4. 여비규정_0034 (여비규정)
5. 여비규정_0021 (여비규정)
6. 여비규정_0018 (여비규정)
7. 여비규정_0033 (여비규정)
8. 여비규정_0022 (여비규정)
9. 여비규정_0023 (여비규정)
10. 여비규정_0017 (여비규정)","여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0018 (chunk_no=18)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0022 (chunk_no=22)
여비규정_0017 (chunk_no=17)
여비규정_0032 (chunk_no=32)
여비규정_0023 (chunk_no=23)
여비규정_0024 (chunk_no=24)
여비규정_0016 (chunk_no=16)",3.707,1.154,4.865
연차를 시간 단위로 사용할 수 있나요?,,"연차휴가는 1일 단위로 사용하는 것을 원칙으로 하되, 업무에 지장이 없는 범위 내에서 시간 단위로 분할하여 사용할 수 있습니다. 이 경우 8시간 연차휴가 사용은 연차휴가 1일로 계산됩니다.",,연차_휴가에_관한_예규_0020,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0020],"1. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0012 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0004 (연차_휴가에_관한_예규)
7. 연차_휴가에_관한_예규_0010 (연차_휴가에_관한_예규)
8. 연차_휴가에_관한_예규_0007 (연차_휴가에_관한_예규)
9. 연차_휴가에_관한_예규_0016 (연차_휴가에_관한_예규)
10. 연차_휴가에_관한_예규_0011 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0003 (chunk_no=3)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)
연차_휴가에_관한_예규_0017 (chunk_no=17)",3.652,1.301,4.962
사용하지 못한 연차는 다음 해로 저축할 수 있나요?,,"사용하지 못한 연차는 업무로 인하여 부득이 사용하지 못한 경우 매년 7일 이내로 최대 5년까지 저축할 수 있으며, 저축한도 일수는 최대 20일까지입니다. 그러나 저축된 연차휴가는 사용하지 않을 경우 보상하지 않습니다.",,연차_휴가에_관한_예규_0025,연차_휴가에_관한_예규 제8조 [연차_휴가에_관한_예규_0025],"1. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0026 (연차_휴가에_관한_예규)
3. 복무규정_0035 (복무규정)
4. 급여규정_0060 (급여규정)
5. 급여규정_0018 (급여규정)
6. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
7. 급여규정_0144 (급여규정)
8. 급여규정_0061 (급여규정)
9. 복무규정_0036 (복무규정)
10. 급여규정_0074 (급여규정)","연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)
연차_휴가에_관한_예규_0027 (chunk_no=27)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
급여규정_0059 (chunk_no=59)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0017 (chunk_no=17)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
급여규정_0143 (chunk_no=143)
급여규정_0144 (chunk_no=144)
급여규정_0145 (chunk_no=145)
급여규정_0062 (chunk_no=62)
복무규정_0037 (chunk_no=37)
급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)",3.866,1.354,5.226
입사한 지 1년이 안 됐는데도 연차가 생기나요?,,"입사한 지 1년 미만인 경우에는 1개월 개근 시 1일의 연차휴가를 부여합니다. 따라서, 1년이 안 된 직원도 연차가 생길 수 있습니다.",,연차_휴가에_관한_예규_0005,연차_휴가에_관한_예규 제4조 [연차_휴가에_관한_예규_0005],"1. 인사규정_0039 (인사규정)
2. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 인사규정_0040 (인사규정)
5. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
6. 복무규정_0035 (복무규정)
7. 인사규정_0059 (인사규정)
8. 인사규정_0111 (인사규정)
9. 인사규정_0179 (인사규정)
10. 급여규정_0074 (급여규정)","인사규정_0038 (chunk_no=38)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
인사규정_0041 (chunk_no=41)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
인사규정_0058 (chunk_no=58)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0110 (chunk_no=110)
인사규정_0111 (chunk_no=111)
인사규정_0112 (chunk_no=112)
인사규정_0178 (chunk_no=178)
인사규정_0179 (chunk_no=179)
인사규정_0180 (chunk_no=180)
급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)",3.687,2.108,5.801
연차를 다 썼는데 다음 연도 연차를 미리 사용할 수 있나요?,,"연차일수가 없거나 잔여 연차일수가 부족한 경우, 소속기관장은 재직기간에 따라 다음 연도 연차를 미리 사용할 수 있습니다. 재직기간에 따라 최대 사용할 수 있는 연차일수는 다르며, 예를 들어 1년 미만은 5일, 1년 이상 2년 미만은 6일 등으로 정해져 있습니다.",,복무규정_0035,복무규정 제14조 [복무규정_0035],"1. 복무규정_0035 (복무규정)
2. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
7. 연차_휴가에_관한_예규_0026 (연차_휴가에_관한_예규)
8. 연차_휴가에_관한_예규_0019 (연차_휴가에_관한_예규)
9. 연차_휴가에_관한_예규_0012 (연차_휴가에_관한_예규)
10. 연차_휴가에_관한_예규_0003 (연차_휴가에_관한_예규)","복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0027 (chunk_no=27)
연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0002 (chunk_no=2)
연차_휴가에_관한_예규_0003 (chunk_no=3)",3.72,1.617,5.342
교통사고 때문에 지각한 경우에도 지각으로 처리되나요?,,"교통사고로 인해 지각한 경우에는 지각으로 처리되지만, 이 경우 비상재해로 간주되어 지각하지 않은 것으로 볼 수 있습니다. 따라서 출근 후 즉시 그 사유를 소속장에게 신고해야 합니다.",,복무규정_0015,복무규정 제7조 [복무규정_0015],"1. 복무규정_0015 (복무규정)
2. 복무규정_0016 (복무규정)
3. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
4. 복무규정_0024 (복무규정)
5. 보안업무예규_0167 (보안업무예규)
6. 여비규정_0055 (여비규정)
7. 복무규정_0020 (복무규정)
8. 인사규정_0120 (인사규정)
9. 복무규정_0018 (복무규정)
10. 인사규정_0119 (인사규정)","복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)
복무규정_0017 (chunk_no=17)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)
여비규정_0054 (chunk_no=54)
여비규정_0055 (chunk_no=55)
여비규정_0056 (chunk_no=56)
복무규정_0019 (chunk_no=19)
복무규정_0020 (chunk_no=20)
복무규정_0021 (chunk_no=21)
인사규정_0119 (chunk_no=119)
인사규정_0120 (chunk_no=120)
인사규정_0121 (chunk_no=121)
복무규정_0018 (chunk_no=18)
인사규정_0118 (chunk_no=118)",3.672,1.932,5.609
