질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
연차를 시간 단위로 사용할 수 있나요?,,"핵심: 원칙적으로 연차는 1일 단위로 사용하나, 업무에 지장이 없는 범위 내에서는 시간 단위로 분할하여 사용할 수 있습니다. 이 경우 8시간 연차 사용은 연차 1일로 계산됩니다.",,연차_휴가에_관한_예규_0020,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0020],"1. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0012 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)",3.438,6.419,9.859
사용하지 못한 연차는 다음 해로 저축할 수 있나요?,,"간결한 답변: 예 — 사용하지 못한 연차는 저축할 수 있습니다. 근거 및 조건: 연차휴가에 관한 예규에 따라 업무로 인해 부득이 사용하지 못한 연차는 매년 7일 이내로, 최대 5년까지 저축할 수 있으며 저축한도 일수는 최대 20일입니다. 다만 저축된 연차휴가는 사용하지 않을 경우 보상하지 않습니다. 참고 및 유의사항: 복무규정 제14조 제4항에는 ‘연차를 직원의 자유의사에 따라 1년간에 한정하여 적치 또는 분할하여 사용할 수 있다’고도 규정되어 있어 위의 예규와 적용 기간(1년 vs. 최대 5년) 사이에 상충되는 부분이 있습니다. 제공된 문서만으로는 어느 규정이 우선하는지 확정하기 어렵습니다.",,연차_휴가에_관한_예규_0025|복무규정_0034,"연차_휴가에_관한_예규 제8조 [연차_휴가에_관한_예규_0025]
복무규정 제14조 [복무규정_0034]","1. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0026 (연차_휴가에_관한_예규)
3. 복무규정_0035 (복무규정)
4. 급여규정_0060 (급여규정)
5. 급여규정_0018 (급여규정)","연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)
연차_휴가에_관한_예규_0027 (chunk_no=27)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
급여규정_0059 (chunk_no=59)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0017 (chunk_no=17)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)",3.526,16.806,20.335
입사한 지 1년이 안 됐는데도 연차가 생기나요?,,"핵심: 예. 입사한 지 1년 미만인 경우에는 1개월 개근 시 연차휴가 1일이 부여됩니다. (즉, 근속기간이 1년 미만이면 한 달씩 개근한 만큼 연차가 쌓입니다.) 또한 ‘1년간 출근율이 80% 미만인 경우’도 동일한 규정이 적용됩니다.",,연차_휴가에_관한_예규_0005,연차_휴가에_관한_예규 제4조 [연차_휴가에_관한_예규_0005],"1. 인사규정_0039 (인사규정)
2. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 인사규정_0040 (인사규정)
5. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)","인사규정_0038 (chunk_no=38)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
인사규정_0041 (chunk_no=41)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)",3.763,12.3,16.067
연차를 다 썼는데 다음 연도 연차를 미리 사용할 수 있나요?,,"핵심: 예 — 소속기관장은 재직기간에 따라 다음연도 연차를 미리 사용하게 할 수 있습니다. 다만 사용한 연차가 차기 연도 부여일수보다 많아 퇴직·휴직 등으로 정산 시 잔여 연차가 부족하면 그 초과분은 결근으로 처리됩니다.

재직기간별 미리 사용 가능 최대 일수:
- 1년 미만: 최대 5일
- 1년 이상 2년 미만: 최대 6일
- 2년 이상 3년 미만: 최대 7일
- 3년 이상 4년 미만: 최대 8일
- 4년 이상: 최대 10일

요약: 기관장의 허가가 필요하며 위 표의 한도 내에서만 미리 사용할 수 있고, 이후 정산 시 부족분은 결근으로 처리됩니다.",,복무규정_0035,복무규정 제14조 [복무규정_0035],"1. 복무규정_0035 (복무규정)
2. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)","복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)",3.855,9.636,13.493
교통사고 때문에 지각한 경우에도 지각으로 처리되나요?,,핵심답변: 교통사고 등 본인의 책임에 귀속되지 않는 사유인 경우에는 지각으로 보지 않습니다. 다만 출근 후 즉시 그 사유를 소속장에게 신고하여야 하며(사유가 본인 책임일 경우에는 지각으로 처리됩니다).,,복무규정_0015,복무규정 제7조 [복무규정_0015],"1. 복무규정_0015 (복무규정)
2. 복무규정_0016 (복무규정)
3. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
4. 복무규정_0024 (복무규정)
5. 보안업무예규_0167 (보안업무예규)","복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)
복무규정_0017 (chunk_no=17)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)",3.592,7.16,10.755
회사에서 사용할 수 있는 휴가에는 어떤 종류가 있나요?,,"핵심: 제공된 문서에는 '연차휴가'만 명시되어 있습니다. 문서에 따르면 연차휴가는 1년간 적치하여 사용하거나 분할사용 가능(본인 의사), 원칙적으로 1일 단위 사용이나 업무에 지장이 없는 범위에서 시간 단위로도 사용 가능(8시간 = 연차 1일), 신청은 본인 또는 대리인이 근무상황카드에 기입하여 소속장에게 제출, 소속장은 특별한 지장이 없으면 허가해야 하며 부득이한 경우 1회에 한해 시기를 변경할 수 있고, 휴가기간 중의 휴일은 휴가일수에 산입하지 않습니다. 기타 병가·경조휴가·출산휴가 등 다른 휴가 종류에 관해서는 제공된 문서만으로는 확인하기 어렵습니다.",,연차_휴가에_관한_예규_0019|연차_휴가에_관한_예규_0020|연차_휴가에_관한_예규_0021|연차_휴가에_관한_예규_0022|연차_휴가에_관한_예규_0023,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0019],"1. 연차_휴가에_관한_예규_0019 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0022 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0023 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0024 (chunk_no=24)",3.725,13.483,17.212
승진후보자 순위는 어떤 기준으로 정해지나요?,,"핵심: 승진후보자 순위는 승진후보자 명부를 고득점자순으로 작성하여 정하며, 동점자는 규정된 기준에 따라 순위를 결정합니다.

상세 근거 및 기준
- 명부 작성: 명부는 고득점자순으로 작성합니다. (고득점자 순) 
- 동점자 처리(일반): 평정점이 동일한 경우에는 역량평가점수 또는 근무성적평정 점수가 우수한 자를 먼저하고, 그 다음으로 해당 직급에서 장기 근무한 자를 우선합니다.
- 국토정보직 3급(승진시험 관련 동점 처리): 동점 발생 시 1) 논술시험점수 상위자, 2) 최근 1년간의 근무성적평정 점수 상위자 순으로 결정합니다.
- 국토정보직 4급(승진시험 관련): 각 기관별로 일부 인원(전체 승진인원의 3할)은 시험성적만으로 승진을 결정하는 규정이 있으며, 동점자는 근무성적평정 점수 상위자를 우선합니다.
- 감점 적용: 징계에 따라 근무성적평정에서 감점이 이루어질 수 있으며(징계별로 정해진 감점치 적용), 이는 평정점수에 영향하여 명부 순위에 반영됩니다.
- 임용 제청·임용 대상자 선정: 승진후보자 명부에서 고순위자 중 결원의 3배수 범위 내에서 임용 또는 임용 제청하며, 승진소요최저연수에 도달한 자를 대상으로 합니다. 동일 직렬의 바로 하위 직급 재직자를 우선 임용해야 합니다.

주의(자료 범위): 제공된 문서만으로는 총점(평가 항목별 구성·가중치 등)이 어떻게 산출되는지의 세부적 항목·비율은 확인하기 어렵습니다.",,승진임용규칙_0053|승진임용규칙_0052|승진임용규칙_0019|승진임용규칙_0013|승진임용규칙_0012|승진임용규칙_0051|인사규정_0044|인사규정_0043,"승진임용규칙 제5조 [승진임용규칙_0019]
승진임용규칙 제4조 [승진임용규칙_0012]
승진임용규칙 제17조 [승진임용규칙_0051]
승진임용규칙 제18조 [승진임용규칙_0052]
승진임용규칙 제19조 [승진임용규칙_0053]
인사규정 제17조 [인사규정_0043]
인사규정 제18조 [인사규정_0044]","1. 승진임용규칙_0019 (승진임용규칙)
2. 승진임용규칙_0013 (승진임용규칙)
3. 승진임용규칙_0052 (승진임용규칙)
4. 인사규정_0043 (인사규정)
5. 인사규정_0044 (인사규정)","승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)
승진임용규칙_0012 (chunk_no=12)
승진임용규칙_0013 (chunk_no=13)
승진임용규칙_0014 (chunk_no=14)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
승진임용규칙_0053 (chunk_no=53)
인사규정_0042 (chunk_no=42)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)",3.718,25.812,29.533
자격증이 있으면 승진할 때 가점을 받을 수 있나요?,,"핵심답변: 네. 직무에 필요한 자격증을 소지한 경우 승진 시 별표 2에 따라 직렬·자격별로 가점을 받습니다.

상세(간결히):
- 적용 근거: 제공된 규정에 따르면 ""직무에 필요한 자격증 소지자""는 별표 2의 구분에 따라 직렬별로 가점합니다.
- 가점 내용: 별표 2에는 직렬(예: 국토정보직, 기획경영직, 교수직, 기능직 등) 및 자격(예: 기술사, 정보처리기사, 전산회계1급, 지적기사, 해당분야 기사·산업기사·기능사 등)별로 평정점이 명시되어 있습니다. 예시로 문서에 기재된 항목은 다음과 같습니다.
  - 지적기술사·건축기술사·정보처리기술사·공인회계사 등 일부 고급자격: 평정점 6
  - 정보처리 분야 기사: 평정점 4 / 산업기사: 2 / 기능사: 1
  - 기획경영직의 전산회계1급 등: 평정점 4 (하위 등급별로 3점·2점·1점 등 표기)
  - 국토정보직의 지적기사: 4 / 지적산업기사: 2 / 지적기능사: 0.5
- 추가사항: 관련분야자격에 대해 일부 자격은 해당 등급 평정점의 20%를 추가 가점(단 1개 자격에 한함)하는 규정이 있습니다. 또한 상기 가점은 ""국가기술자격 또는 국가공인 자격""에 한해 적용됩니다.

추가 안내: 본인 소속 직렬과 해당 자격증명을 알려주시면 별표 2의 해당 항목을 확인해 어느 정도의 가점을 받을지 구체적으로 알려드리겠습니다.",,승진임용규칙_0049|승진임용규칙_0076,"승진임용규칙 제16조 [승진임용규칙_0049]
승진임용규칙 별표 2 - 자격별 가점표 (제16조제2항 관련) [승진임용규칙_0076]","1. 승진임용규칙_0049 (승진임용규칙)
2. 승진임용규칙_0076 (승진임용규칙)
3. 인사규정_0060 (인사규정)
4. 인사규정_0044 (인사규정)
5. 인사규정_0182 (인사규정)","승진임용규칙_0048 (chunk_no=48)
승진임용규칙_0049 (chunk_no=49)
승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
인사규정_0181 (chunk_no=181)
인사규정_0182 (chunk_no=182)
인사규정_0183 (chunk_no=183)",3.674,24.832,28.508
항공편으로 출장하는 경우 숙박비도 지급되나요?,,핵심: 원칙적으로 항공여행에는 숙박비를 지급하지 않습니다. 다만 천재지변이나 그 밖의 부득이한 사유로 육지에서 숙박할 필요가 있는 경우에는 숙박비를 지급합니다.,,여비규정_0018,여비규정 제10조 [여비규정_0018],"1. 여비규정_0018 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0034 (여비규정)
4. 여비규정_0013 (여비규정)
5. 여비규정_0017 (여비규정)","여비규정_0017 (chunk_no=17)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0012 (chunk_no=12)
여비규정_0013 (chunk_no=13)
여비규정_0014 (chunk_no=14)
여비규정_0016 (chunk_no=16)",3.73,11.694,15.426
집에서 출장지로 바로 출발해도 여비를 받을 수 있나요?,,예. 근무지 또는 출장지 외의 거주지(또는 체재지)에서 출장지로 바로 출발하는 경우에는 그 거주지에서 목적지에 이르는 여비를 지급합니다. 다만 지급되는 여비는 근무지(또는 출장지)에서 목적지까지의 여비를 초과할 수 없습니다.,,여비규정_0005,여비규정 제4조 [여비규정_0005],"1. 여비규정_0005 (여비규정)
2. 여비규정_0034 (여비규정)
3. 여비규정_0038 (여비규정)
4. 여비규정_0033 (여비규정)
5. 여비규정_0018 (여비규정)","여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0037 (chunk_no=37)
여비규정_0038 (chunk_no=38)
여비규정_0039 (chunk_no=39)
여비규정_0032 (chunk_no=32)
여비규정_0017 (chunk_no=17)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)",3.632,10.153,13.789
연차를 신청하면 무조건 사용할 수 있나요?,,"아니요. 연차를 신청했다고 무조건 사용할 수 있는 것은 아닙니다. 연차는 본인(또는 대리인)이 근무상황카드에 기입하여 소속장에게 제출해야 하며(연차_휴가에_관한_예규_0021), 소속장은 업무상 특별한 지장이 없는 한 허가하여야 하나 부득이한 사유가 있으면 1회에 한해 그 시기를 변경할 수 있습니다(연차_휴가에_관한_예규_0022).",,연차_휴가에_관한_예규_0021|연차_휴가에_관한_예규_0022,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0021],"1. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0019 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0022 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)",3.592,7.257,10.851
연차 기간에 휴일이 포함되면 그날도 연차에서 차감되나요?,,"핵심: 연차기간 중 포함된 휴일은 연차일수에 산입하지 않습니다. 즉, 휴가 신청 기간에 휴일이 낀 날은 연차에서 차감되지 않습니다.",,연차_휴가에_관한_예규_0023,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0023],"1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0010 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0023 (연차_휴가에_관한_예규)
4. 복무규정_0035 (복무규정)
5. 연차_휴가에_관한_예규_0015 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0024 (chunk_no=24)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)",3.54,9.256,12.8
사내 다른 기관으로 파견되면 최대 얼마 동안 근무할 수 있나요?,,"최대 1년입니다. 대내기관 파견근무는 최초 6개월 이내로 하되 부득이한 사유가 있으면 1차에 한정하여 연장할 수 있으며, 연장 포함 합산하여 1년을 초과할 수 없습니다.",,인사규정_0067,인사규정 제26조 [인사규정_0067],"1. 인사규정_0066 (인사규정)
2. 인사규정_0067 (인사규정)
3. 인사규정_0071 (인사규정)
4. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
5. 인사규정_0061 (인사규정)","인사규정_0065 (chunk_no=65)
인사규정_0066 (chunk_no=66)
인사규정_0067 (chunk_no=67)
인사규정_0068 (chunk_no=68)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0062 (chunk_no=62)",3.742,9.89,13.634
회사에서 다른 직을 겸직할 수 있나요?,,"핵심만 간단히 말씀드리면, 원칙적으로 직원은 2 이상의 직을 겸직할 수 없습니다. 다만 업무형편상 부득이한 경우에는 예외로 허용될 수 있습니다. 또한 임용권자가 업무형편상 필요하다고 인정하는 경우에는 겸무지를 지정하여 겸무를 시킬 수 있습니다.",,인사규정_0069|인사규정_0070,"인사규정 제27조 [인사규정_0069]
인사규정 제28조 [인사규정_0070]","1. 인사규정_0069 (인사규정)
2. 인사규정_0179 (인사규정)
3. 인사규정_0071 (인사규정)
4. 인사규정_0066 (인사규정)
5. 인사규정_0064 (인사규정)","인사규정_0068 (chunk_no=68)
인사규정_0069 (chunk_no=69)
인사규정_0070 (chunk_no=70)
인사규정_0178 (chunk_no=178)
인사규정_0179 (chunk_no=179)
인사규정_0180 (chunk_no=180)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
인사규정_0065 (chunk_no=65)
인사규정_0066 (chunk_no=66)
인사규정_0067 (chunk_no=67)
인사규정_0063 (chunk_no=63)
인사규정_0064 (chunk_no=64)",3.49,11.012,14.504
회사의 기본 근무시간은 어떻게 되나요?,,"기본 근무시간은 1일 8시간, 1주 40시간이며 근무시간은 오전 9시부터 오후 6시(09:00~18:00)입니다. 점심시간은 12:00~13:00입니다.",,복무규정_0005|복무규정_0006,복무규정 제4조 [복무규정_0005],"1. 복무규정_0005 (복무규정)
2. 급여규정_0023 (급여규정)
3. 복무규정_0013 (복무규정)
4. 복무규정_0010 (복무규정)
5. 연차_휴가에_관한_예규_0024 (연차_휴가에_관한_예규)","복무규정_0004 (chunk_no=4)
복무규정_0005 (chunk_no=5)
복무규정_0006 (chunk_no=6)
급여규정_0022 (chunk_no=22)
급여규정_0023 (chunk_no=23)
급여규정_0024 (chunk_no=24)
복무규정_0012 (chunk_no=12)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0009 (chunk_no=9)
복무규정_0010 (chunk_no=10)
복무규정_0011 (chunk_no=11)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)",3.836,7.797,11.635
출장 중 정해진 기간 안에 업무를 끝내지 못할 것 같으면 어떻게 해야 하나요?,,"핵심: 출장이 정해진 기간 안에 완료되지 못할 사유가 생기면 소속장에게 전화·전보 등으로 즉시 보고하고 지시를 받아야 합니다. (출장 종료 후에는 지체 없이 출장복명서를 소속장에게 제출해야 하며, 용무가 경미한 경우에는 구두로 결과보고할 수 있습니다.)",,복무규정_0024|복무규정_0025,복무규정 제10조 [복무규정_0024],"1. 복무규정_0024 (복무규정)
2. 복무규정_0014 (복무규정)
3. 여비규정_0027 (여비규정)
4. 복무규정_0035 (복무규정)
5. 여비규정_0034 (여비규정)","복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)",3.755,8.215,11.972
출장이 끝나면 출장 결과를 따로 보고해야 하나요?,,네. 출장이 끝난 때에는 지체 없이 출장복명서를 소속장에게 제출하여야 합니다. 다만 용무의 성질이 경미한 경우에는 구두로 결과보고할 수 있습니다.,,복무규정_0025,복무규정 제10조 [복무규정_0025],"1. 복무규정_0025 (복무규정)
2. 복무규정_0024 (복무규정)
3. 여비규정_0008 (여비규정)
4. 여비규정_0020 (여비규정)
5. 복무규정_0014 (복무규정)","복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
복무규정_0026 (chunk_no=26)
복무규정_0023 (chunk_no=23)
여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)",4.791,7.88,12.673
육아기 근로시간 단축을 사용하면 일주일에 몇 시간까지 근무할 수 있나요?,,"핵심: 육아기 근로시간 단축을 사용하면 단축 후 주당 근로시간은 최소 15시간 이상, 최대 35시간 이하입니다.",,복무규정_0056,복무규정 제19조의4 [복무규정_0056],"1. 복무규정_0054 (복무규정)
2. 복무규정_0056 (복무규정)
3. 복무규정_0057 (복무규정)
4. 복무규정_0051 (복무규정)
5. 복무규정_0055 (복무규정)","복무규정_0053 (chunk_no=53)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
복무규정_0057 (chunk_no=57)
복무규정_0058 (chunk_no=58)
복무규정_0050 (chunk_no=50)
복무규정_0051 (chunk_no=51)
복무규정_0052 (chunk_no=52)",3.614,6.936,10.552
표창을 받으면 승진평정에서 가점을 받을 수 있나요?,,"핵심: 예. 표창을 받으면 승진평정에서 가점을 받을 수 있습니다. 다만 다음 요건을 충족해야 합니다.

- 어떤 표창이 가점 대상인가: 「표창규칙」 또는 직무와 관련하여 해당 직급에서 받은 표창만 가점 대상입니다. 소속장의 추천이 없는 표창, 감사장(패), 또는 「징계규칙」에 따라 감경된 표창은 가점하지 않습니다.
- 가점 점수 예시: 훈장·포장 3.5점, 대통령 표창 3.0점, 국회의장·대법원장·국무총리 이상 표창 2.5점 등(표창종류별 점수는 규정에 따라 구분됩니다).
- 시기 요건: 근무성적평정의 기준일 이전에 받은 표창만 해당 연도에 반영되며, 기준일 이후 수여된 표창은 다음 연도에 반영됩니다.

제공된 문서에 따른 요건을 충족하는지 여부를 구체적으로 확인하려면 해당 표창의 종류, 소속장 추천 여부, 수여일자 및 징계 관련 감경 여부를 확인해야 합니다.",,승진임용규칙_0048|승진임용규칙_0050,승진임용규칙 제16조 [승진임용규칙_0050],"1. 승진임용규칙_0050 (승진임용규칙)
2. 승진임용규칙_0048 (승진임용규칙)
3. 승진임용규칙_0049 (승진임용규칙)
4. 인사규정_0060 (인사규정)
5. 인사규정_0118 (인사규정)","승진임용규칙_0049 (chunk_no=49)
승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0047 (chunk_no=47)
승진임용규칙_0048 (chunk_no=48)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0117 (chunk_no=117)
인사규정_0118 (chunk_no=118)
인사규정_0119 (chunk_no=119)",3.688,21.955,25.645
