질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
승진하려면 교육훈련시간을 꼭 채워야 하나요?,,"핵심: 승진에 필요한 교육훈련시간은 규정으로 정해져 있어 원칙적으로 충족해야 합니다. 주요 내용 요약:

- 제10조(③): ‘승진에 필요한 교육훈련시간’의 구체적 기준(몇 시간인지)은 「교육이수시간제 운영예규」에서 정합니다.
- 제10조(②): 교육이수시간 산정은 사장이 정한 소정의 과정을 이수한 직원을 대상으로 합니다.
- 제10조(①): 개인별 교육이수시간 산출기준일은 매년 12월 31일입니다.
- 예외·대체 인정
  - 제10조(⑤): 사내강사로서 강의 실적이 있는 경우에는 해당시간을 교육이수시간으로 인정합니다.
  - 제10조(⑥): 사장이 인정하는 1년 이상 국외파견교육 또는 사장이 인정하는 직무관련 공공기관·민간연수기관에서 6개월 이상 교육훈련을 받은 뒤 1년이 경과하지 않은 경우에는 해당 직급에서 승진에 필요한 교육훈련시간을 모두 이수한 것으로 봅니다.
  - 제10조(⑦): 교수직무로서 강의 실적이 2개월 이상인 경우에도 해당 직급에서 필요한 교육훈련시간을 모두 이수한 것으로 보되, 교수직무로 강의한 시간은 교육훈련시간 산출에서 제외됩니다.
- 제10조(④): 산정결과에 이의가 있는 경우 기관별 인사업무 담당부서장에게 이의를 제기할 수 있고, 인사담당부서장은 재산정을 실시해야 합니다.

참고: 구체적인 필요 시간(몇 시간인지)이나 귀하가 현재 요건을 충족하는지 여부는 제공된 문서만으로는 확인하기 어렵습니다. 상세 시간 기준 및 본인 적용 여부는 「교육이수시간제 운영예규」와 개인 산출내역(산출기준일 기준)을 확인하시기 바랍니다.",,승진임용규칙_0034|승진임용규칙_0033|승진임용규칙_0032|승진임용규칙_0036|승진임용규칙_0037|승진임용규칙_0038|승진임용규칙_0035,승진임용규칙 제10조 [승진임용규칙_0036],"1. 승진임용규칙_0037 (승진임용규칙)
2. 승진임용규칙_0038 (승진임용규칙)
3. 승진임용규칙_0034 (승진임용규칙)
4. 승진임용규칙_0036 (승진임용규칙)
5. 승진임용규칙_0033 (승진임용규칙)
6. 승진임용규칙_0032 (승진임용규칙)","승진임용규칙_0036 (chunk_no=36)
승진임용규칙_0037 (chunk_no=37)
승진임용규칙_0038 (chunk_no=38)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0033 (chunk_no=33)
승진임용규칙_0034 (chunk_no=34)
승진임용규칙_0035 (chunk_no=35)
승진임용규칙_0032 (chunk_no=32)
승진임용규칙_0031 (chunk_no=31)",4.978,22.136,27.115
승진후보자 점수가 같으면 누가 우선순위가 되나요?,,"핵심: 일반적으로 평정점이 동일하면 역량평가점수 또는 근무성적평정 점수가 높은 자를 우선하고, 그래도 같으면 해당 직급에서 장기 근무한자를 우선합니다. 예외(직급별 규정): 국토정보직 3급의 승진시험 동점자는 논술시험 점수가 높은 자, 그 다음으로 최근 1년간 근무성적평정 점수가 높은 자 순으로 결정됩니다. 국토정보직 4급의 동점자는 근무성적평정 점수가 높은 자를 우선합니다.",,승진임용규칙_0052|승진임용규칙_0019|승진임용규칙_0013,"승진임용규칙 제18조 [승진임용규칙_0052]
승진임용규칙 제5조 [승진임용규칙_0019]
승진임용규칙 제4조 [승진임용규칙_0013]","1. 승진임용규칙_0052 (승진임용규칙)
2. 승진임용규칙_0019 (승진임용규칙)
3. 승진임용규칙_0013 (승진임용규칙)
4. 인사규정_0044 (인사규정)
5. 인사규정_0043 (인사규정)
6. 승진임용규칙_0040 (승진임용규칙)","승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
승진임용규칙_0053 (chunk_no=53)
승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)
승진임용규칙_0012 (chunk_no=12)
승진임용규칙_0013 (chunk_no=13)
승진임용규칙_0014 (chunk_no=14)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
인사규정_0042 (chunk_no=42)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0040 (chunk_no=40)
승진임용규칙_0041 (chunk_no=41)",4.777,11.094,15.875
출장을 다녀온 뒤 여비 정산은 언제까지 해야 하나요?,,"핵심: 여행을 마친 날의 다음날부터 기산하여 1주일 이내에 운임과 숙박비에 대해 세부 사용내용을 확인할 수 있는 증빙서류를 갖추어 회계 담당자에게 정산을 신청해야 합니다. 단, 제6조 단서에서 정한 특별한 사유가 있는 경우나 여비 정산업무의 효율적 처리를 위해 따로 정한 사항이 있을 수 있습니다.",,여비규정_0008|여비규정_0009,여비규정 제6조 [여비규정_0008],"1. 여비규정_0008 (여비규정)
2. 여비규정_0019 (여비규정)
3. 여비규정_0005 (여비규정)
4. 여비규정_0026 (여비규정)
5. 여비규정_0007 (여비규정)
6. 여비규정_0027 (여비규정)","여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)",4.188,7.89,12.08
하루만 출장 가는 경우 출장비는 얼마인가요?,,"핵심: 1일 출장의 경우에는 20,000원을 지급합니다. 다만, 「지적측량 업무규정 시행규칙」 제3조에 따른 현장업무 외의 사유로 공사차량 또는 임차차량을 이용한 경우에는 10,000원을 감액하여 지급하므로 지급액은 10,000원입니다. (제10조 제1항의 일반 규정은 제12조가 예외로 하고 있습니다.)",,여비규정_0021|여비규정_0017,"여비규정 제12조 [여비규정_0021]
여비규정 제10조 [여비규정_0017]","1. 여비규정_0020 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0019 (여비규정)
4. 여비규정_0034 (여비규정)
5. 여비규정_0021 (여비규정)
6. 여비규정_0018 (여비규정)","여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0018 (chunk_no=18)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0022 (chunk_no=22)
여비규정_0017 (chunk_no=17)",3.949,14.31,18.261
연차를 시간 단위로 사용할 수 있나요?,,"예. 원칙적으로는 1일 단위로 사용하나, 업무에 지장이 없는 범위 내에서는 시간 단위로 분할하여 사용할 수 있습니다. 이 경우 8시간 연차휴가 사용은 연차휴가 1일로 계산됩니다.",,연차_휴가에_관한_예규_0020,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0020],"1. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0012 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0004 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0003 (chunk_no=3)",3.98,10.831,14.814
사용하지 못한 연차는 다음 해로 저축할 수 있나요?,,"예. 다만 ‘업무로 인하여 부득이 사용하지 못한 경우’에 한하여 매년 7일 이내로 저축할 수 있으며, 저축 기간은 최대 5년, 저축한도 총 20일까지입니다. 저축된 연차를 사용하지 않을 경우에는 보상하지 않습니다.",,연차_휴가에_관한_예규_0025,연차_휴가에_관한_예규 제8조 [연차_휴가에_관한_예규_0025],"1. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0026 (연차_휴가에_관한_예규)
3. 복무규정_0035 (복무규정)
4. 급여규정_0060 (급여규정)
5. 급여규정_0018 (급여규정)
6. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)
연차_휴가에_관한_예규_0027 (chunk_no=27)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
급여규정_0059 (chunk_no=59)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0017 (chunk_no=17)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)",4.25,7.519,11.77
입사한 지 1년이 안 됐는데도 연차가 생기나요?,,네. 입사 후 계속 근로 기간이 1년 미만인 경우에는 1개월 개근 시 1일의 연차휴가가 발생합니다. 근속연수는 입사일을 기준으로 적용하며(月 미만의 단수는 버림) 회계연도 중 입사자의 다음 연도 연차는 비례하여 산출됩니다.,,연차_휴가에_관한_예규_0005|연차_휴가에_관한_예규_0007|연차_휴가에_관한_예규_0009,"연차_휴가에_관한_예규 제4조 [연차_휴가에_관한_예규_0007]
연차_휴가에_관한_예규 제4조의2 [연차_휴가에_관한_예규_0009]","1. 인사규정_0039 (인사규정)
2. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 인사규정_0040 (인사규정)
5. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
6. 복무규정_0035 (복무규정)","인사규정_0038 (chunk_no=38)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
인사규정_0041 (chunk_no=41)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)",3.675,11.483,15.16
연차를 다 썼는데 다음 연도 연차를 미리 사용할 수 있나요?,,"네. 규정에 따르면 소속기관장은 직원에게 연차일수가 없거나 잔여 연차일수가 부족한 경우 다음연도 연차를 미리 사용하게 할 수 있습니다. 다만 미리 사용할 수 있는 최대 일수는 재직기간에 따라 다음과 같이 정해져 있습니다.

- 재직기간 1년 미만: 최대 5일
- 재직기간 1년 이상 2년 미만: 최대 6일
- 재직기간 2년 이상 3년 미만: 최대 7일
- 재직기간 3년 이상 4년 미만: 최대 8일
- 재직기간 4년 이상: 최대 10일

또한, 다음연도 연차일수를 부여받기 전에 휴직·퇴직 등으로 정산할 잔여 연차일수(저축연차 포함)가 부족한 경우에는 결근으로 처리된다는 점에 유의해야 합니다.",,복무규정_0035,복무규정 제14조 [복무규정_0035],"1. 복무규정_0035 (복무규정)
2. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)","복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)
연차_휴가에_관한_예규_0007 (chunk_no=7)",4.006,10.122,14.131
교통사고 때문에 지각한 경우에도 지각으로 처리되나요?,,"핵심: 교통사고로 인한 지각은 그 사고가 ‘자기의 책임에 귀속하지 않는 사유’에 해당하는 경우 지각으로 처리하지 않습니다. 다만 출근한 후에는 즉시 그 사유를 소속장에게 신고해야 합니다. 반대로 교통사고가 본인의 책임으로 귀속되는 경우에는 지각으로 처리되고, 지각·조퇴 누계가 연간 합산 8시간에 이르면 연차휴가 1일로 산정되며(또한 상습적·고의적 지각은 인사규정에 따른 징계대상이 됩니다).",,복무규정_0015|복무규정_0016,복무규정 제7조 [복무규정_0015],"1. 복무규정_0015 (복무규정)
2. 복무규정_0016 (복무규정)
3. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
4. 복무규정_0024 (복무규정)
5. 보안업무예규_0167 (보안업무예규)
6. 여비규정_0055 (여비규정)","복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)
복무규정_0017 (chunk_no=17)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)
여비규정_0054 (chunk_no=54)
여비규정_0055 (chunk_no=55)
여비규정_0056 (chunk_no=56)",4.079,15.17,19.251
회사에서 사용할 수 있는 휴가에는 어떤 종류가 있나요?,,"핵심 요약: 제공된 문서에 따르면 회사에서 언급된 휴가 종류는 다음과 같습니다.

- 연차휴가
- 휴일
- 공가
- 특별휴가
- 병가
- 휴직(예: 업무상 재해로 인한 질병·부상으로 인한 휴직, 출산 및 유사산 휴가, 육아휴직, 장기요양 휴직)
- 근로시간단축(임신기 근로시간단축·육아기 근로시간단축)

비고: 문서들이 연차휴가 관련 규정 중심으로 제공되어 있으며, 회사에서 인정하는 모든 휴가 종류(예: 세부적인 특별휴가 항목, 기타 임시적 휴가 등)는 제공된 문서만으로는 확인하기 어렵습니다.",,연차_휴가에_관한_예규_0015|연차_휴가에_관한_예규_0016|연차_휴가에_관한_예규_0017,연차_휴가에_관한_예규 제6조 [연차_휴가에_관한_예규_0015],"1. 연차_휴가에_관한_예규_0019 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0022 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0023 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0016 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)
연차_휴가에_관한_예규_0017 (chunk_no=17)",4.679,15.9,20.581
승진후보자 순위는 어떤 기준으로 정해지나요?,,"핵심: 승진후보자 순위는 승진명부의 고득점자 순으로 결정되며, 동점일 경우에는 규정에 따라 정해진 순위결정 기준을 적용합니다.

구체적 기준
- 기본 원칙: 명부는 고득점자순으로 작성하여 순위를 정함(고득점자순). 
- 일반적인 동점자 순위(평정점 동일 시): 1) 역량평가점수 또는 근무성적평정 점수가 우수한 자, 2) 해당 직급에서 장기 근무한 자의 순으로 결정.
- 국토정보직 3급(승진시험) 동점 시: 1) 논술시험 점수 상위자, 2) 최근 1년간의 근무성적평정 점수 상위자 순으로 결정. (관련 규정 개정에 따른 경과조치 있음)
- 국토정보직 4급 특례: 각 기관별로 전체 승진인원의 30%는 시험성적만으로 승진발령(시험성적만 반영)하며, 4급 동점자는 근무성적평정 점수 상위자 순으로 결정.
- 임용(선발) 절차상 유의: 승진임용은 승진소요최저연수에 도달한 자 중 승진후보자 명부의 고순위자(결원 범위의 3배수 이내)에서 임용 또는 임용 제청함.

참고: 제시된 규정들에 따라 직급·시험별로 세부 우선순위가 다르므로, 해당 직급(예: 국토정보직 3급·4급)에 적용되는 규정을 우선 확인해야 합니다.",,승진임용규칙_0053|승진임용규칙_0052|승진임용규칙_0019|승진임용규칙_0012|승진임용규칙_0013|인사규정_0044|승진임용규칙_0074,"승진임용규칙 제5조 [승진임용규칙_0019]
승진임용규칙 제4조 [승진임용규칙_0012]
승진임용규칙 제18조 [승진임용규칙_0052]
승진임용규칙 제19조 [승진임용규칙_0053]
인사규정 제18조 [인사규정_0044]
승진임용규칙 제3조 [승진임용규칙_0074]","1. 승진임용규칙_0019 (승진임용규칙)
2. 승진임용규칙_0013 (승진임용규칙)
3. 승진임용규칙_0052 (승진임용규칙)
4. 인사규정_0043 (인사규정)
5. 인사규정_0044 (인사규정)
6. 승진임용규칙_0075 (승진임용규칙)","승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)
승진임용규칙_0012 (chunk_no=12)
승진임용규칙_0013 (chunk_no=13)
승진임용규칙_0014 (chunk_no=14)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
승진임용규칙_0053 (chunk_no=53)
인사규정_0042 (chunk_no=42)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
승진임용규칙_0074 (chunk_no=74)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)",4.89,21.728,26.621
자격증이 있으면 승진할 때 가점을 받을 수 있나요?,,"핵심: 예. 직무에 필요한 자격증을 소지한 경우 승진 시 별표 2에 따라 가점을 받습니다. 구체적으로는 승진임용규칙 제16조 제2항에 따라 직렬별로 별표 2에 기재된 자격별 평정점이 적용됩니다. 예시: 정보처리기술사·공인회계사 등 일부 기술사·전문자격은 6점, 정보처리분야 기사 4점·산업기사 2점·기능사 1점 등으로 직렬과 자격에 따라 점수가 다릅니다. 또한 관련분야 자격(예: 토목, 측량 및 지형정보공간, 도시계획)은 일부 자격에 대해 각 자격별 등급 평정점의 20%를 추가 가점(단 1개 자격에 한함)합니다. 참고로 상기 가점은 국가기술자격 또는 국가공인 자격에 한해 적용됩니다. 귀하의 특정 자격증과 직렬에 대한 적용 점수는 별표 2의 해당 항목을 확인해야 합니다.",,승진임용규칙_0049|승진임용규칙_0076,"승진임용규칙 제16조 [승진임용규칙_0049]
승진임용규칙 별표 2 - 자격별 가점표 (제16조제2항 관련) [승진임용규칙_0076]","1. 승진임용규칙_0049 (승진임용규칙)
2. 승진임용규칙_0076 (승진임용규칙)
3. 인사규정_0060 (인사규정)
4. 인사규정_0044 (인사규정)
5. 인사규정_0182 (인사규정)
6. 인사규정_0048 (인사규정)","승진임용규칙_0048 (chunk_no=48)
승진임용규칙_0049 (chunk_no=49)
승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
인사규정_0181 (chunk_no=181)
인사규정_0182 (chunk_no=182)
인사규정_0183 (chunk_no=183)
인사규정_0047 (chunk_no=47)
인사규정_0048 (chunk_no=48)
인사규정_0049 (chunk_no=49)",3.823,16.655,20.481
항공편으로 출장하는 경우 숙박비도 지급되나요?,,원칙적으로 항공여행에는 숙박비를 지급하지 않습니다. 다만 천재지변이나 그 밖의 부득이한 사유로 육지에서 숙박할 필요가 있는 경우에는 숙박비를 지급합니다.,,여비규정_0018,여비규정 제10조 [여비규정_0018],"1. 여비규정_0018 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0034 (여비규정)
4. 여비규정_0013 (여비규정)
5. 여비규정_0017 (여비규정)
6. 여비규정_0033 (여비규정)","여비규정_0017 (chunk_no=17)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0012 (chunk_no=12)
여비규정_0013 (chunk_no=13)
여비규정_0014 (chunk_no=14)
여비규정_0016 (chunk_no=16)
여비규정_0032 (chunk_no=32)",3.852,6.897,10.753
집에서 출장지로 바로 출발해도 여비를 받을 수 있나요?,,"간단답변: 예(단, 대상자 및 한도 조건 충족 시). 근무지 또는 출장지 외의 곳에 거주하거나 체재하는 사람이 그 거주지(또는 체재지)로부터 출장 목적지까지 직접 여행하는 경우에는 그 거주지에서 목적지까지의 여비를 지급한다. 다만, 그 여비는 근무지 또는 출장지로부터 목적지까지의 여비를 초과할 수 없다.",,여비규정_0005,여비규정 제4조 [여비규정_0005],"1. 여비규정_0005 (여비규정)
2. 여비규정_0034 (여비규정)
3. 여비규정_0038 (여비규정)
4. 여비규정_0033 (여비규정)
5. 여비규정_0018 (여비규정)
6. 여비규정_0026 (여비규정)","여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0037 (chunk_no=37)
여비규정_0038 (chunk_no=38)
여비규정_0039 (chunk_no=39)
여비규정_0032 (chunk_no=32)
여비규정_0017 (chunk_no=17)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)",4.141,8.246,12.39
연차를 신청하면 무조건 사용할 수 있나요?,,"핵심: 아니요. 연차를 신청했다고 해서 무조건 사용할 수는 없습니다. 규정상 소속장은 ""업무상 특별한 지장이 없는 한"" 연차를 허가해야 하나, 부득이한 사유가 있을 경우에는 1차에 한해 그 시기를 변경할 수 있습니다. 연차 신청은 본인 또는 대리인이 근무상황카드에 필요한 기록을 기입하여 소속장에게 제출해야 하며, 연차는 원칙적으로 1일 단위로 사용하되 업무에 지장이 없는 범위 내에서 시간단위로도 사용할 수 있고(시간단위 사용 시 정상근무시간이어야 함), 휴가기간 중의 휴일은 휴가일수에 산입되지 않습니다.",,연차_휴가에_관한_예규_0022|연차_휴가에_관한_예규_0021|연차_휴가에_관한_예규_0020|연차_휴가에_관한_예규_0024|연차_휴가에_관한_예규_0023,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0020],"1. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0019 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0022 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)",4.268,18.632,22.902
연차 기간에 휴일이 포함되면 그날도 연차에서 차감되나요?,,"아니요. 연차기간 중의 휴일은 일반적으로 연차일수에 산입되지 않습니다. 다만, 연차휴가가 30일 이상 계속되는 경우에는 그 기간의 토요일 및 공휴일은 연차일수에 산입됩니다.",,연차_휴가에_관한_예규_0023|복무규정_0060,"연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0023]
복무규정 제20조 [복무규정_0060]","1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0010 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0023 (연차_휴가에_관한_예규)
4. 복무규정_0035 (복무규정)
5. 연차_휴가에_관한_예규_0015 (연차_휴가에_관한_예규)
6. 복무규정_0060 (복무규정)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0024 (chunk_no=24)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)
복무규정_0059 (chunk_no=59)
복무규정_0060 (chunk_no=60)
복무규정_0061 (chunk_no=61)",4.62,7.797,12.418
