질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
연차를 시간 단위로 사용할 수 있나요?,,"연차휴가는 1일 단위로 사용하는 것을 원칙으로 하되, 업무에 지장이 없는 범위 내에서 시간 단위로 분할하여 사용할 수 있습니다. 이 경우 8시간 연차휴가 사용은 연차휴가 1일로 계산됩니다.",,연차_휴가에_관한_예규_0020,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0020],"1. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0012 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)",4.786,1.273,6.06
사용하지 못한 연차는 다음 해로 저축할 수 있나요?,,"사용하지 못한 연차는 매년 7일 이내로 최대 5년까지 저축할 수 있으며, 저축한도 일수는 최대 20일까지입니다. 따라서 사용하지 못한 연차는 다음 해로 저축할 수 있습니다.",,연차_휴가에_관한_예규_0025,연차_휴가에_관한_예규 제8조 [연차_휴가에_관한_예규_0025],"1. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0026 (연차_휴가에_관한_예규)
3. 복무규정_0035 (복무규정)
4. 급여규정_0060 (급여규정)
5. 급여규정_0018 (급여규정)","연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)
연차_휴가에_관한_예규_0027 (chunk_no=27)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
급여규정_0059 (chunk_no=59)
급여규정_0060 (chunk_no=60)
급여규정_0061 (chunk_no=61)
급여규정_0017 (chunk_no=17)
급여규정_0018 (chunk_no=18)
급여규정_0019 (chunk_no=19)",3.746,1.451,5.199
입사한 지 1년이 안 됐는데도 연차가 생기나요?,,"입사한 지 1년 미만인 경우에는 1개월 개근 시 1일의 연차휴가를 부여받습니다. 따라서, 1년이 안 된 상태에서도 연차가 발생할 수 있습니다.",,연차_휴가에_관한_예규_0005,연차_휴가에_관한_예규 제4조 [연차_휴가에_관한_예규_0005],"1. 인사규정_0039 (인사규정)
2. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 인사규정_0040 (인사규정)
5. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)","인사규정_0038 (chunk_no=38)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
인사규정_0041 (chunk_no=41)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)",4.906,1.24,6.148
연차를 다 썼는데 다음 연도 연차를 미리 사용할 수 있나요?,,"연차를 다 사용한 경우, 다음 연도의 연차를 미리 사용할 수 없습니다. 연차일수가 없거나 잔여 연차일수가 부족한 경우에만 소속기관장이 재직기간에 따라 미리 사용할 수 있는 연차를 정해줄 수 있습니다.",,복무규정_0035,복무규정 제14조 [복무규정_0035],"1. 복무규정_0035 (복무규정)
2. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)","복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)",3.889,1.431,5.323
교통사고 때문에 지각한 경우에도 지각으로 처리되나요?,,"교통사고로 인해 지각한 경우, 해당 사유를 출근 후 즉시 소속장에게 신고하면 비상재해, 교통사고 등 자기의 책임에 귀속하지 않는 사유로 간주되어 지각하지 않은 것으로 처리됩니다.",,복무규정_0015,복무규정 제7조 [복무규정_0015],"1. 복무규정_0015 (복무규정)
2. 복무규정_0016 (복무규정)
3. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
4. 복무규정_0024 (복무규정)
5. 보안업무예규_0167 (보안업무예규)","복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)
복무규정_0017 (chunk_no=17)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
보안업무예규_0166 (chunk_no=166)
보안업무예규_0167 (chunk_no=167)
보안업무예규_0168 (chunk_no=168)",4.131,1.499,5.632
회사에서 사용할 수 있는 휴가에는 어떤 종류가 있나요?,,제공된 문서만으로는 확인하기 어렵습니다.,,,,"1. 연차_휴가에_관한_예규_0019 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0022 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0023 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0024 (chunk_no=24)",4.797,0.937,5.737
승진후보자 순위는 어떤 기준으로 정해지나요?,,"승진후보자 순위는 승진소요최저연수에 도달한 자 중에서 승진후보자 명부의 고순위순으로 정해지며, 결원의 3배수 범위에 있는 자 중에서 임용 또는 임용 제청됩니다. 또한, 국토정보직 3급 및 4급으로의 승진임용은 승진 시험을 병행할 수 있습니다.",,인사규정_0044,인사규정 제18조 [인사규정_0044],"1. 승진임용규칙_0019 (승진임용규칙)
2. 승진임용규칙_0013 (승진임용규칙)
3. 승진임용규칙_0052 (승진임용규칙)
4. 인사규정_0043 (인사규정)
5. 인사규정_0044 (인사규정)","승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)
승진임용규칙_0012 (chunk_no=12)
승진임용규칙_0013 (chunk_no=13)
승진임용규칙_0014 (chunk_no=14)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
승진임용규칙_0053 (chunk_no=53)
인사규정_0042 (chunk_no=42)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)",4.508,1.732,6.241
자격증이 있으면 승진할 때 가점을 받을 수 있나요?,,"네, 직무에 필요한 자격증을 소지하면 승진 시 가점을 받을 수 있습니다. 이는 승진임용규칙 제16조(가점평정) 제2항에 명시되어 있습니다.",,승진임용규칙_0049,승진임용규칙 제16조 [승진임용규칙_0049],"1. 승진임용규칙_0049 (승진임용규칙)
2. 승진임용규칙_0076 (승진임용규칙)
3. 인사규정_0060 (인사규정)
4. 인사규정_0044 (인사규정)
5. 인사규정_0182 (인사규정)","승진임용규칙_0048 (chunk_no=48)
승진임용규칙_0049 (chunk_no=49)
승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
인사규정_0181 (chunk_no=181)
인사규정_0182 (chunk_no=182)
인사규정_0183 (chunk_no=183)",4.897,1.143,6.044
항공편으로 출장하는 경우 숙박비도 지급되나요?,,"항공여행에는 숙박비가 지급되지 않지만, 천재지변이나 부득이한 사유로 육지에서 숙박할 필요가 있는 경우에는 숙박비가 지급됩니다.",,여비규정_0018,여비규정 제10조 [여비규정_0018],"1. 여비규정_0018 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0034 (여비규정)
4. 여비규정_0013 (여비규정)
5. 여비규정_0017 (여비규정)","여비규정_0017 (chunk_no=17)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0012 (chunk_no=12)
여비규정_0013 (chunk_no=13)
여비규정_0014 (chunk_no=14)
여비규정_0016 (chunk_no=16)",3.862,1.153,5.018
집에서 출장지로 바로 출발해도 여비를 받을 수 있나요?,,"근무지 또는 출장지 외의 곳에 거주하는 경우, 그 거주지로부터 목적지까지 직접 여행하는 경우에는 여비를 지급받을 수 있습니다. 다만, 지급되는 여비는 근무지 또는 출장지로부터 목적지까지의 여비를 초과할 수 없습니다.",,여비규정_0005,여비규정 제4조 [여비규정_0005],"1. 여비규정_0005 (여비규정)
2. 여비규정_0034 (여비규정)
3. 여비규정_0038 (여비규정)
4. 여비규정_0033 (여비규정)
5. 여비규정_0018 (여비규정)","여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0037 (chunk_no=37)
여비규정_0038 (chunk_no=38)
여비규정_0039 (chunk_no=39)
여비규정_0032 (chunk_no=32)
여비규정_0017 (chunk_no=17)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)",4.025,1.389,5.416
연차를 신청하면 무조건 사용할 수 있나요?,,연차휴가는 소속장이 업무상 특별한 지장이 없는 한 허가하여야 합니다. 그러나 부득이한 사유로 휴가원을 허가할 수 없을 경우에는 1차에 한정하여 그 시기를 변경할 수 있습니다.,,연차_휴가에_관한_예규_0022,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0022],"1. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0019 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0022 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)",4.385,1.357,5.744
연차 기간에 휴일이 포함되면 그날도 연차에서 차감되나요?,,"연차 기간 중에 휴일은 휴가일수에 산입되지 않으므로, 해당 날은 연차에서 차감되지 않습니다.",,연차_휴가에_관한_예규_0023,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0023],"1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0010 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0023 (연차_휴가에_관한_예규)
4. 복무규정_0035 (복무규정)
5. 연차_휴가에_관한_예규_0015 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0024 (chunk_no=24)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)",4.585,1.162,5.75
사내 다른 기관으로 파견되면 최대 얼마 동안 근무할 수 있나요?,,"사내 다른 기관으로의 파견근무는 최대 6개월 동안 가능하며, 부득이한 사유로 연장할 경우 1차에 한정하여 연장할 수 있으나, 총 파견기간이 1년을 초과할 수는 없습니다.",,인사규정_0067,인사규정 제26조 [인사규정_0067],"1. 인사규정_0066 (인사규정)
2. 인사규정_0067 (인사규정)
3. 인사규정_0071 (인사규정)
4. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
5. 인사규정_0061 (인사규정)","인사규정_0065 (chunk_no=65)
인사규정_0066 (chunk_no=66)
인사규정_0067 (chunk_no=67)
인사규정_0068 (chunk_no=68)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0062 (chunk_no=62)",4.372,1.306,5.68
회사에서 다른 직을 겸직할 수 있나요?,,"직원은 2 이상의 직을 겸직할 수 없습니다. 다만, 업무형편상 부득이한 경우에는 예외가 있을 수 있습니다.",,인사규정_0069,인사규정 제27조 [인사규정_0069],"1. 인사규정_0069 (인사규정)
2. 인사규정_0179 (인사규정)
3. 인사규정_0071 (인사규정)
4. 인사규정_0066 (인사규정)
5. 인사규정_0064 (인사규정)","인사규정_0068 (chunk_no=68)
인사규정_0069 (chunk_no=69)
인사규정_0070 (chunk_no=70)
인사규정_0178 (chunk_no=178)
인사규정_0179 (chunk_no=179)
인사규정_0180 (chunk_no=180)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
인사규정_0065 (chunk_no=65)
인사규정_0066 (chunk_no=66)
인사규정_0067 (chunk_no=67)
인사규정_0063 (chunk_no=63)
인사규정_0064 (chunk_no=64)",3.361,1.081,4.444
회사의 기본 근무시간은 어떻게 되나요?,,"회사의 기본 근무시간은 1일 8시간, 1주 40시간이며, 근무시간은 9시부터 18시까지입니다.",,복무규정_0005,복무규정 제4조 [복무규정_0005],"1. 복무규정_0005 (복무규정)
2. 급여규정_0023 (급여규정)
3. 복무규정_0013 (복무규정)
4. 복무규정_0010 (복무규정)
5. 연차_휴가에_관한_예규_0024 (연차_휴가에_관한_예규)","복무규정_0004 (chunk_no=4)
복무규정_0005 (chunk_no=5)
복무규정_0006 (chunk_no=6)
급여규정_0022 (chunk_no=22)
급여규정_0023 (chunk_no=23)
급여규정_0024 (chunk_no=24)
복무규정_0012 (chunk_no=12)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0009 (chunk_no=9)
복무규정_0010 (chunk_no=10)
복무규정_0011 (chunk_no=11)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)",4.978,0.981,5.962
출장 중 정해진 기간 안에 업무를 끝내지 못할 것 같으면 어떻게 해야 하나요?,,"출장 중 정해진 기간 안에 임무를 완수하지 못할 사유가 발생한 경우, 전화, 전보 등으로 소속장에게 보고하고 지시를 받아야 합니다.",,복무규정_0024,복무규정 제10조 [복무규정_0024],"1. 복무규정_0024 (복무규정)
2. 복무규정_0014 (복무규정)
3. 여비규정_0027 (여비규정)
4. 복무규정_0035 (복무규정)
5. 여비규정_0034 (여비규정)","복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)",4.042,1.202,5.247
출장이 끝나면 출장 결과를 따로 보고해야 하나요?,,"출장이 끝난 후에는 지체 없이 출장복명서를 소속장에게 제출해야 합니다. 다만, 용무의 성질이 경미한 경우에는 구두로 결과보고할 수 있습니다.",,복무규정_0025,복무규정 제10조 [복무규정_0025],"1. 복무규정_0025 (복무규정)
2. 복무규정_0024 (복무규정)
3. 여비규정_0008 (여비규정)
4. 여비규정_0020 (여비규정)
5. 복무규정_0014 (복무규정)","복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
복무규정_0026 (chunk_no=26)
복무규정_0023 (chunk_no=23)
여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)",3.99,1.17,5.163
육아기 근로시간 단축을 사용하면 일주일에 몇 시간까지 근무할 수 있나요?,,"육아기 근로시간 단축을 허용받은 경우, 단축 후 근로시간은 주당 15시간 이상이어야 하며 35시간을 초과할 수 없습니다.",,복무규정_0056,복무규정 제19조의4 [복무규정_0056],"1. 복무규정_0054 (복무규정)
2. 복무규정_0056 (복무규정)
3. 복무규정_0057 (복무규정)
4. 복무규정_0051 (복무규정)
5. 복무규정_0055 (복무규정)","복무규정_0053 (chunk_no=53)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
복무규정_0057 (chunk_no=57)
복무규정_0058 (chunk_no=58)
복무규정_0050 (chunk_no=50)
복무규정_0051 (chunk_no=51)
복무규정_0052 (chunk_no=52)",4.181,1.149,5.332
표창을 받으면 승진평정에서 가점을 받을 수 있나요?,,"표창을 받으면 승진평정에서 가점을 받을 수 있습니다. 다만, 소속장의 추천이 없는 표창, 감사장(패)을 받은 경우 및 징계규칙에 따라 감경을 받은 표창은 가점으로 인정되지 않습니다.",,승진임용규칙_0048,승진임용규칙 제16조 [승진임용규칙_0048],"1. 승진임용규칙_0050 (승진임용규칙)
2. 승진임용규칙_0048 (승진임용규칙)
3. 승진임용규칙_0049 (승진임용규칙)
4. 인사규정_0060 (인사규정)
5. 인사규정_0118 (인사규정)","승진임용규칙_0049 (chunk_no=49)
승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0047 (chunk_no=47)
승진임용규칙_0048 (chunk_no=48)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0117 (chunk_no=117)
인사규정_0118 (chunk_no=118)
인사규정_0119 (chunk_no=119)",5.101,1.748,6.85
징계를 받으면 승진할 때 점수가 깎이나요?,,"징계를 받은 경우, 해당 직급에서 점수가 감점으로 평정됩니다. 감점의 구체적인 점수는 징계의 종류에 따라 다르며, 예를 들어 경고는 0.2점, 불문은 0.3점, 견책은 0.5점 등으로 정해져 있습니다.",,승진임용규칙_0051,승진임용규칙 제17조 [승진임용규칙_0051],"1. 승진임용규칙_0051 (승진임용규칙)
2. 인사규정_0050 (인사규정)
3. 인사규정_0051 (인사규정)
4. 인사규정_0052 (인사규정)
5. 인사규정_0098 (인사규정)","승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
인사규정_0049 (chunk_no=49)
인사규정_0050 (chunk_no=50)
인사규정_0051 (chunk_no=51)
인사규정_0052 (chunk_no=52)
인사규정_0053 (chunk_no=53)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)
인사규정_0099 (chunk_no=99)",3.934,1.779,5.716
사내강사로 강의한 시간도 승진에 필요한 교육시간으로 인정되나요?,,사내강사로서 강의 실적이 있는 경우에는 해당 시간에 상응하는 시간을 교육이수시간으로 인정합니다.,,승진임용규칙_0036,승진임용규칙 제10조 [승진임용규칙_0036],"1. 승진임용규칙_0036 (승진임용규칙)
2. 승진임용규칙_0037 (승진임용규칙)
3. 승진임용규칙_0038 (승진임용규칙)
4. 승진임용규칙_0033 (승진임용규칙)
5. 승진임용규칙_0034 (승진임용규칙)","승진임용규칙_0035 (chunk_no=35)
승진임용규칙_0036 (chunk_no=36)
승진임용규칙_0037 (chunk_no=37)
승진임용규칙_0038 (chunk_no=38)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0032 (chunk_no=32)
승진임용규칙_0033 (chunk_no=33)
승진임용규칙_0034 (chunk_no=34)",4.09,1.065,5.157
국토정보직 3급 시험승진은 어떤 절차로 진행되나요?,,"국토정보직 3급 시험승진은 다음과 같은 절차로 진행됩니다:

1단계: 시험성적(70%) + 근무성적평정 점수(30%)를 합산하여 3배수 결정.

2단계: 3배수 이내에서 다면평가를 실시하여 Pass 또는 Fail 결정.

3단계: 1배수 대상에게 임원면접을 실시하여 Pass 또는 Fail 결정.",,승진임용규칙_0075,,"1. 승진임용규칙_0016 (승진임용규칙)
2. 승진임용규칙_0077 (승진임용규칙)
3. 승진임용규칙_0018 (승진임용규칙)
4. 승진임용규칙_0017 (승진임용규칙)
5. 승진임용규칙_0078 (승진임용규칙)","승진임용규칙_0015 (chunk_no=15)
승진임용규칙_0016 (chunk_no=16)
승진임용규칙_0017 (chunk_no=17)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)
승진임용규칙_0078 (chunk_no=78)
승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)",4.98,2.086,7.068
출장으로 쌓인 항공마일리지는 다음 출장 때 사용해야 하나요?,,공무상 여행으로 적립한 항공마일리지는 다음 출장 때 우선적으로 사용해야 합니다.,,여비규정_0015,여비규정 제9조 [여비규정_0015],"1. 여비규정_0015 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0026 (여비규정)
4. 여비규정_0020 (여비규정)
5. 여비규정_0008 (여비규정)","여비규정_0014 (chunk_no=14)
여비규정_0015 (chunk_no=15)
여비규정_0016 (chunk_no=16)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)",4.872,0.949,5.824
같은 지역에 장기간 출장하면 일비가 줄어드나요?,,"같은 곳에 장기간 체재하는 경우, 일비는 도착한 다음날부터 기산하여 15일을 초과한 경우 초과일수에 대해 정액의 10분의 1에 상응한 금액이 감액되며, 30일을 초과할 경우 10분의 2, 60일을 초과할 경우 10분의 3에 상응한 금액이 감액됩니다.",,여비규정_0019,여비규정 제11조 [여비규정_0019],"1. 여비규정_0019 (여비규정)
2. 여비규정_0020 (여비규정)
3. 여비규정_0034 (여비규정)
4. 여비규정_0005 (여비규정)
5. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)","여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)",4.898,1.857,6.757
전보로 다른 지역에 이사하면 이사비용을 지원받을 수 있나요?,,"전보로 다른 지역에 이사하는 경우, 부임여비를 지급받는 자는 국내이전비를 지원받을 수 있습니다. 이사 후 6개월 이내에 필요한 증빙서류를 제출해야 합니다.",,여비규정_0025|여비규정_0026|여비규정_0024,"여비규정 제14조 [여비규정_0025]
여비규정 제13조 [여비규정_0024]","1. 여비규정_0026 (여비규정)
2. 여비규정_0025 (여비규정)
3. 여비규정_0027 (여비규정)
4. 여비규정_0034 (여비규정)
5. 여비규정_0056 (여비규정)","여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0024 (chunk_no=24)
여비규정_0028 (chunk_no=28)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0055 (chunk_no=55)
여비규정_0056 (chunk_no=56)",4.793,1.556,6.351
