문서,페이지,종류,내용
보안업무예규.json,40,paragraph,<br><p id='37' data-category='paragraph' style='font-size:18px'>2016년 월 일 요일(08;00~19:00)</p>
보안업무예규.json,40,paragraph,<p id='38' data-category='paragraph' style='font-size:14px'>□ 외부인 출입현황</p>
보안업무예규.json,40,paragraph,<br><p id='39' data-category='paragraph' style='font-size:16px'>* 외부인 임의 출입금지 / 통제 철저</p>
보안업무예규.json,40,table,<br><table id='40' style='font-size:18px'><thead></thead><tbody><tr><td>결 재</td></tr></tbody></table>
보안업무예규.json,40,table,"<table id='41' style='font-size:14px'><thead><tr><td rowspan=""2"">순번</td><td colspan=""2"">시간</td><td rowspan=""2"">방문부서 / 목적</td><td rowspan=""2"">방문자 / 연락처 / 차량번호</td><td rowspan=""2"">담당직원</td><td colspan=""2"">출입증</td></tr><tr><td>입</td><td>출</td><td>번호</td><td>반납</td></tr></thead><tbody><tr><td>1</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>2</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>3</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>4</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>5</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>6</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>7</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>8</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>9</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>10</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>11</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td>12</td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr></tbody></table>"
보안업무예규.json,41,paragraph,<p id='0' data-category='paragraph' style='font-size:16px'>[별지 제18호의2서식]</p>
보안업무예규.json,41,heading1,<br><h1 id='1' style='font-size:20px'>통제구역 출입대장(제46조 관련)</h1>
보안업무예규.json,41,table,"<table id='2' style='font-size:14px'><thead></thead><tbody><tr><td rowspan=""2"">연월일 (시 간)</td><td rowspan=""2"">용 무</td><td colspan=""3"">출입자 인적사항</td><td colspan=""2"">입회자 (피면회자)</td><td rowspan=""2"">비고</td></tr><tr><td>소속</td><td>성명</td><td>연락처</td><td>소속</td><td>직급/성명</td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr></tbody></table>"
보안업무예규.json,42,paragraph,<p id='3' data-category='paragraph' style='font-size:20px'>[별지 제19호서식]</p>
보안업무예규.json,42,heading1,<h1 id='4' style='font-size:22px'>통제(제한)구역의 출입문 표지(제47조 관련)</h1>
보안업무예규.json,42,paragraph,<p id='5' data-category='paragraph' style='font-size:16px'>제 한 구 역</p>
보안업무예규.json,42,paragraph,<p id='6' data-category='paragraph' style='font-size:18px'>관계자외 출입금지</p>
보안업무예규.json,42,list,<p id='7' data-category='list' style='font-size:14px'>1. 백상바탕에 청색글씨<br>2. 청 색 테</p>
보안업무예규.json,42,paragraph,<p id='8' data-category='paragraph' style='font-size:16px'>통 제 구 역</p>
보안업무예규.json,42,paragraph,<p id='9' data-category='paragraph' style='font-size:18px'>인가자외 출입금지</p>
보안업무예규.json,42,list,<p id='10' data-category='list' style='font-size:14px'>1. 백색바탕에 적색글씨<br>2. 적색테</p>
보안업무예규.json,42,paragraph,<p id='11' data-category='paragraph' style='font-size:16px'>※규격은 출입문 크기에 따라 적당히 조정</p>
보안업무예규.json,43,header,<header id='12' style='font-size:16px'>[별지 제20호서식]</header>
보안업무예규.json,43,heading1,<h1 id='13' style='font-size:20px'>비 밀 의 사 전 통 제 기 록 부(제42조 관련)</h1>
보안업무예규.json,43,table,"<table id='14' style='font-size:14px'><thead></thead><tbody><tr><td rowspan=""2"">일련 번호</td><td rowspan=""2"">연월일</td><td rowspan=""2"">문 서 분류번호</td><td rowspan=""2"">생산비밀의 건명</td><td rowspan=""2"">등급</td><td rowspan=""2"">배부처</td><td colspan=""3"">민 간 업 체</td><td colspan=""2"">입 회 자</td><td rowspan=""2"">비 고</td></tr><tr><td>업소명</td><td>전화번호</td><td>업주명</td><td>소속및직명</td><td>성명</td></tr></tbody></table>"
보안업무예규.json,44,heading1,<h1 id='15' style='font-size:18px'>[별지 제21호 서식]</h1>
보안업무예규.json,44,table,<table id='16' style='font-size:14px'><thead></thead><tbody><tr><td>보 안 서 약 서</td></tr><tr><td>본인은 한국국토정보공사 보조인력(청년인턴)으로 채용됨에 따라 다음사항을 준수할 것을 서 약합니다. 1. 근무중 알게된 모든 기밀사항은 계약기간중은 물론 계약만료 후에도 외부에 일체 누설하지 않는다. 2. 직무관련 법령을 준수하고 감독 직원의 직무상 명령에 따른다. 3. 출 · 퇴근시간 및 공사의 제반 근무수칙을 엄수한다. 4. 우리공사의 명예와 신용을 손상하거나 업무관련 자료를 유출하는 일이 없도록 한다. 5. 업무수행중 특별한 문제점이 발생될 시에는 즉시 해당 부서장에게 보고하고 업무지시를 받 는다. 이상과 같이 성실한 자세로 근무에 임할 것이며 본인 과실로 인한 문제 발생시 모든 책임을이 지고 계약해지 등 어떠한 처벌도 감수할 것을 서약합니다. 년 월 일 서약자 : (인) 한국국토정보공사 사장 귀하</td></tr></tbody></table>
보안업무예규.json,45,paragraph,<p id='17' data-category='paragraph' style='font-size:18px'>[별지 제22호서식]</p>
보안업무예규.json,45,heading1,<h1 id='18' style='font-size:22px'>보 안 각 서</h1>
보안업무예규.json,45,paragraph,<p id='19' data-category='paragraph' style='font-size:18px'>본인은 년 월 일 귀사와 체결한<br>용역을 시행함에 있어 다음 사항을 준수할 것을 자의 각서로 제출<br>합니다.</p>
보안업무예규.json,45,list,<p id='20' data-category='list' style='font-size:18px'>1. 본인은 본 용역을 시행함에 있어 계약서 및 과업지시서상의 제반 보안 사항을 철저히<br>이행할 것임은 물론 용역과업수행전에 용역참여자 전원에 대하여 보안교육을 실시하고<br>보안각서를 징구하여 용역 시행부서에 제출할 것임.</p>
보안업무예규.json,45,list,"<p id='21' data-category='list' style='font-size:18px'>2. 본인은 물론 당회사 직원이 보안사항을 외부에 누설시켜 중대한 문제점을 야기시켰을<br>경우에는 누설자가 보안관계 제법규에 의거 처벌받음은 물론 회사에 대한 용역업의 등<br>록취소, 부정당업자의 입찰참가 자격제한 등 어떠한 제재조치를 취하여도 이의를 제기<br>하지 않을 것임.</p>"
보안업무예규.json,45,paragraph,<p id='22' data-category='paragraph' style='font-size:16px'>년 월 일</p>
보안업무예규.json,45,paragraph,<p id='23' data-category='paragraph' style='font-size:14px'>소 속 :<br>직 위 :<br>성 명 : 인</p>
보안업무예규.json,45,paragraph,<br><p id='24' data-category='paragraph' style='font-size:14px'>( * 계약시 사용인장을 사용할 것)<br>( * 참여자는 서명)</p>
보안업무예규.json,45,paragraph,<p id='25' data-category='paragraph' style='font-size:20px'>한국국토정보공사 사장 귀하</p>
보안업무예규.json,46,paragraph,<p id='26' data-category='paragraph' style='font-size:18px'>[별지 제23호서식]</p>
보안업무예규.json,46,heading1,<br><h1 id='27' style='font-size:20px'>최 종 퇴 실 점 검 부(제47조제3항 관련)</h1>
보안업무예규.json,46,table,"<table id='28' style='font-size:14px'><thead></thead><tbody><tr><td rowspan=""2"">부서장 (지사장)</td><td rowspan=""2"">월일</td><td rowspan=""2"">시간</td><td rowspan=""2"">성명</td><td colspan=""5"">점 검 내 용</td></tr><tr><td>서류보관 및 잠금 상태 (책상 위, 캐비닛, 금고)</td><td>청소 상태 (휴지통점검)</td><td>소등 상태 (실내 · 외)</td><td>화기단속 상태 (컴퓨터, 프린터, 기타 전열기 등)</td><td>문단속 상태 (창문, 출입문)</td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr></tbody></table>"
보안업무예규.json,46,paragraph,"<br><p id='29' data-category='paragraph' style='font-size:16px'>※ 점검 내용별로 점검 결과를 해당하는 난에 ○표시를 하며, 필요할 경우 서식을 일부 변경 가능</p>"
보안업무예규.json,47,heading1,<h1 id='30' style='font-size:18px'>설계도서 생산 · 배부 관리대장</h1>
보안업무예규.json,47,table,"<br><table id='31' style='font-size:14px'><thead><tr><td colspan=""7"">생산 및 보관내역</td><td colspan=""6"">배부 및 회수내역</td></tr><tr><td rowspan=""2"">년월일</td><td rowspan=""2"">생산 목록</td><td rowspan=""2"">형태</td><td rowspan=""2"">전체 수량</td><td colspan=""3"">보관분</td><td rowspan=""2"">배부일</td><td rowspan=""2"">배부 목록</td><td rowspan=""2"">배부처</td><td rowspan=""2"">사본 번호</td><td rowspan=""2"">반납 (회수)</td><td rowspan=""2"">폐기 확인</td></tr><tr><td>관리 번호</td><td>사본 번호</td><td>보관 장소</td></tr></thead><tbody><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr></tbody></table>"
보안업무예규.json,48,heading1,<h1 id='32' style='font-size:18px'>설계도서 접수 관리대장</h1>
보안업무예규.json,48,table,"<br><table id='33' style='font-size:14px'><thead><tr><td rowspan=""2"">관리번호</td><td rowspan=""2"">년월일</td><td rowspan=""2"">발행처</td><td rowspan=""2"">형태 (규격)</td><td rowspan=""2"">건명</td><td rowspan=""2"">사본번호</td><td rowspan=""2"">처리담당</td><td rowspan=""2"">보관장소</td><td colspan=""2"">반납·폐기</td></tr><tr><td>일자</td><td>확인</td></tr></thead><tbody><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr></tbody></table>"
복무규정.json,1,paragraph,<p id='0' data-category='paragraph' style='font-size:20px'>복무규정</p>
복무규정.json,1,paragraph,<br><p id='1' data-category='paragraph' style='font-size:14px'>제29차개정 2026-03-10</p>
복무규정.json,1,paragraph,<p id='2' data-category='paragraph' style='font-size:14px'>제1장 총 칙</p>
복무규정.json,1,paragraph,<p id='3' data-category='paragraph' style='font-size:18px'>제1조(목 적) 이 규정은 「한국국토정보공사 정관」 제28조제2항에 따른 한국국토정보<br>공사 직원의 복무에 필요한 사항을 규정함을 목적으로 한다.</p>
복무규정.json,1,paragraph,<br><p id='4' data-category='paragraph' style='font-size:16px'>&lt;조 개정 2020.01.01&gt;</p>
복무규정.json,1,paragraph,<p id='5' data-category='paragraph' style='font-size:14px'>제2장 근 무</p>
복무규정.json,1,paragraph,<p id='6' data-category='paragraph' style='font-size:18px'>제2조(준수사항) 직원은 다음 각 호의 사항을 성실히 수행하여야 하며 이를 위반한 때에<br>는 징계사유가 된다.</p>
복무규정.json,1,paragraph,"<br><p id='7' data-category='paragraph' style='font-size:18px'>1. 성실의 의무: 업무운영상 기본이 되는 법규, 「한국국토정보공사 정관」 및 규정을<br>지켜야 하고 근면성실한 근무자세로 맡은 바 직무를 신속·정확히 처리하여야 하며 정<br>당한 사유가 없는 말과 행동 등으로 조직의 기강을 해치는 행위를 하여서는 아니 된<br>다.<br>2. 복종의 의무: 소속 상사의 정당한 업무상의 명령에 충실히 복종하여야 하며 업무<br>의 착오를 범한 때와 이를 발견한 때에는 지체 없이 소속 상사에게 보고하여 그 지휘<br>를 받아야 한다.<br>3. 품위유지의 의무: 한국국토정보공사(이하 &#34;공사&#34;라 한다) 의 신용 또는 명예를 손<br>상하는 일이 없도록 하여야 하며, 항상 자신의 신분과 직위를 인식하여 공직자로서<br>품위를 잃지 않아야 한다. く 개정 2020.01.01 &gt;<br>4. 친절·공정의 의무: 예의와 규율을 지키고, 업무의뢰 관계자에게 친절하여야 한다.<br>5. 비밀엄수의 의무: 공사 또는 공사와 관련되는 기관에서 그 업무상 알게 된 비밀을<br>정당한 사유 없이 누설하여서는 아니 된다.<br>6. 청렴의 의무: 직무와 관련하여 직접 또는 간접을 불문하고 사례, 증여 또는 향응을<br>받을 수 없으며, 직무상의 관계여하를 불문하고 그 소속상사에게 증여하거나 소속직<br>원으로부터 증여를 받아서는 아니 된다.<br>7. 직장이탈금지: 정당한 이유없이 직장을 이탈하여서는 아니 된다.<br>8. 영리업무의 겸직금지: 직원은 그 직무외의 영리를 목적으로 하는 업무에 종사하지<br>못한다. 다만, 사장의 허가를 받은 경우 비영리목적의 업무를 겸할 수 있다.<br>9. 직장 내 괴롭힘 행위의 금지: 임직원은 직장에서의 지위 또는 관계 등의 우위를</p>"
복무규정.json,2,paragraph,"<p id='8' data-category='paragraph' style='font-size:14px'>이용하여 업무상 적정범위를 넘어 다른 직원에게 신체적·정신적 고통을 주거나 근무<br>환경을 악화시키는 행위를 하여서는 아니 된다.<br>제3조(윤리강령) ① 직원은 항상 공사인으로서 긍지와 사명감을 가지며 윤리강령을 생활<br>화하여야 한다. く 개정 2015.06.26 &gt;<br>② 제1항에 따른 윤리강령은 규칙으로 정한다.<br>제4조(근무시간) ① 직원의 근로시간은 1일 8시간, 1주 40시간으로 하며, 근무시간은 9<br>시부터 18시까지로 한다.<br>② 점심시간은 12시부터 13시까지로 한다.<br>③ 1주는 휴일을 포함한 7일(월요일부터 일요일까지)을 말한다. &lt; 신설 2018.07.01 &gt;<br>제5조(근무시간 등의 변경) ① 사장은 업무의 성격 또는 기관의 특성 등을 고려하여 필<br>요하다고 인정하는 때에는 근무시간, 근무일 및 근무장소를 변경할 수 있다.<br>② 제1항에 따른 근무시간 및 근무일 변경 등 필요한 사항은 규칙으로 정한다.<br>제6조(초과근무) ① 소속기관의 장은 업무형편상 긴급을 요하거나 특별히 필요하다고 인<br>정하는 때에는 근무시간외에도 근무하게 할 수 있다. 다만, 1주의 근로시간은 초과근무<br>및 휴일근무를 포함하여 52시간을 초과할 수 없다.<br>② 제1항에 따른 초과근무는 특근명령부에 따라 명령한다.<br>③ 초과근무 시 보상휴가를 지급할 수 있으며, 직원(3급 이상 연봉제대상자 제외)의 월<br>초과근무 한도 시간은 별표 1로 한다. く 개정 2024.08.01 &gt;<br>제7조(출근, 결근, 지각 등) ① 직원은 근무 시작시간까지 출근하여야 한다.<br>② 직원이 휴가를 사용할 수 없거나 잔여 휴가가 부족한 상황에서, 질병 그 밖의 사유로<br>결근을 하고자 하는 경우, 사전에 정당한 사유를 기재한신고서를 증빙서류와 함께 소속장<br>에게 제출하여 승인을 받아야 한다. &lt; 개정 2024.03.27 &gt;<br>③ 직원이 지각을 한 때에는 출근 후 즉시 그 사유를 소속장에게 신고하여야 한다. 이 경<br>우 비상재해, 교통사고 그 밖에 자기의 책임에 귀속하지 않는 사유가 있는 때에는 지각하<br>지 아니한 것으로 본다.<br>④ 지각 및 조퇴는 연간 합산하여 누계 8시간이 될 경우 연차휴가 1일로 산정한다. 다만,<br>지각의 정도가 상습적이거나 고의적으로 판단될 경우에는 「인사규정」 에 따라 징계 조<br>치한다.<br>제8조(구속기소전의 근태처리) ① 직원이 관계기관에 연행 또는 구속되었을 경우에는 즉<br>시 그 사항을 인사부서장에게 보고하여야 한다. く 개정 2015.12.24 &gt;<br>② 직무수행으로 인한 사건으로서 무혐의가 확정된 경우에는 공가로 처리할 수 있다. く<br>신설 2015.12.24 &gt;<br>③ 제2항 이외의 본인의 귀책사유로 구속된 경우에는 유계결근으로 처리한다. &lt; 신설</p>"
복무규정.json,3,heading1,<h1 id='9' style='font-size:14px'>2015.12.24 &gt;</h1>
복무규정.json,3,paragraph,"<br><p id='10' data-category='paragraph' style='font-size:20px'>④ 직무와 관련하여 수사기관에서 참고인으로 조사를 받은 경우와, 검찰에서 불기소처분<br>(기소유예는 제외한다)결정을 받은 경우에는 검찰에 이르기까지 구속(구인 및 구금을 포<br>함한다)기간은 공가로 처리한다. &lt; 신설 2015.12.24 &gt;<br>제9조(당직근무) ① 당직근무는 일직, 숙직, 비상근무, 그 밖의 당직근무(당번)로 구분한<br>다. く 개정 2015.06.26 &gt;<br>② 휴일 또는 근무시간외의 화재 및 도난 그 밖의 사고예방과 문서처리 및 업무연락을<br>위하여 근무하는 일직, 숙직, 방호원등의 당직근무자는 모든 사고를 미연에 방지하여야<br>하며, 사고발생시 신속하게 필요한 조치를 취하여야 한다.<br>제10조(출장) ① 직원에게 출장을 명령하는 때에는 출장명령부를 사용하여야 하며 출장<br>자는 출장명령부에 서명 또는 날인하여야 한다.<br>② 지정된 출장일 안에 임무를 완수하지 못할 사유가 발생한 때에는 전화, 전보, 그 밖의<br>방법으로 소속장에게 보고하고 지시를 받아야 한다.<br>③ 출장이 끝난 때에는 지체 없이 출장복명서를 소속장에게 제출하여야 한다. 다만, 용무<br>의 성질이 경미한 경우에는 구두로 결과보고 할 수 있다. く 개정 2015.06.26 &gt;<br>제11조(해직된 직원의 근무) ① 소속기관의 장은 해직된 직원에게 사무인계 또는 잔무처<br>리상 필요한 경우에 15일 범위에서 계속 근무하게 할 수 있다. 다만, 「직제규정」 제5<br>조제1항에서 정한 직원에 한정하여 적용한다.<br>② 제1항의 보수는 「급여규정」 에서 정하는 것에 따른다. く 개정 2018.07.01 &gt;<br>제12조(특이사항 보고) 특별한 상황이 발생한 때에는 지사장 등은 지역본부장에게, 원장<br>및 지역본부장은 사장에게 지체 없이 보고하여야 한다.</p>"
복무규정.json,3,paragraph,<br><p id='11' data-category='paragraph' style='font-size:16px'>&lt;조 개정 2015.06.26&gt;</p>
복무규정.json,3,paragraph,<p id='12' data-category='paragraph' style='font-size:16px'>제3장 휴 가</p>
복무규정.json,3,paragraph,"<p id='13' data-category='paragraph' style='font-size:20px'>제13조(휴가의 종류 및 연도적용) ① 직원의 휴가는 연차휴가, 병가, 공가 및 특별휴가로<br>구분한다.<br>② 휴가의 연도구분은 공사의 회계연도에 따른다. く 개정 2007.08.03 &gt;<br>제14조(연가일수 등) ① 1년간 80퍼센트 이상 출근한 직원에게 15일의 유급휴가를 주어<br>야 한다.<br>② 계속하여 근로한 기간이 1년 미만인 직원 또는 1년간 80퍼센트 미만 출근한 직원에<br>게 1개월 개근 시 1일의 유급휴가를 주어야 한다.<br>③ 3년 이상 계속하여 근로한 직원에게는 제1항에 따른 휴가에 최초 1년을 초과하는 계<br>속근로연수 매 2년에 대하여 1일을 가산한 유급휴가를 주어야 한다. 이 경우 가산휴가를</p>"
복무규정.json,4,paragraph,<p id='14' data-category='paragraph' style='font-size:20px'>포함한 총 휴가일수는 25일을 한도로 한다.</p>
복무규정.json,4,paragraph,"<br><p id='15' data-category='paragraph' style='font-size:20px'>④ 제1항부터 제3항까지의 규정에 따른 휴가는 직원의 자유의사에 따라 1년간에 한정하<br>여 적치 또는 분할하여 사용할 수 있다<br>⑤ 직원에게 연차일수가 없거나 잔여 연차일수가 부족한 경우, 소속기관장은 재직기간 기<br>준으로 아래 표와 같이 다음연도 연차를 미리 사용하게 할 수 있다. 이 경우, 다음연도<br>연차일수를 부여 받기 전에 휴직 및 퇴직 등을 하여 정산할 잔여 연차일수(저축연차를<br>포함한다)가 부족한 경우 결근으로 처리한다.</p>"
복무규정.json,4,table,<br><table id='16' style='font-size:16px'><thead><tr><td>재직기간</td><td>미리 사용하게 할 수 있는 최대 연차 일수</td></tr></thead><tbody><tr><td>1년 미만</td><td>5일</td></tr><tr><td>1년 이상 2년 미만</td><td>6일</td></tr><tr><td>2년 이상 3년 미만</td><td>7일</td></tr><tr><td>3년 이상 4년 미만</td><td>8일</td></tr><tr><td>4년 이상</td><td>10일</td></tr></tbody></table>
복무규정.json,4,heading1,<br><h1 id='17' style='font-size:14px'>く 개정 2025.03.14 &gt;</h1>
복무규정.json,4,paragraph,<br><p id='18' data-category='paragraph' style='font-size:20px'>제15조(미사용 연차휴가 일수에 대한 보상) 제14조에 따른 연차휴가를 사용하지 아니한<br>경우 수당으로 지급하지 않는다.</p>
복무규정.json,4,heading1,<br><h1 id='19' style='font-size:18px'>&lt;조 개정 2024.08.01&gt;</h1>
복무규정.json,4,paragraph,"<br><p id='20' data-category='paragraph' style='font-size:20px'>제16조(연차휴가와의 관계) 공휴일, 공가, 특별휴가 및 병가는 연차휴가일수에 영향을 주<br>지 아니한다.<br>제17조(병가) ① 소속기관의 장은 직원이 다음 각 호의 어느 하나에 해당하는 경우에는<br>해당연도 연 60일 범위에서 병가를 줄 수 있다. 다만, 「산업재해보상보험법」 에 따라 산<br>재요양기간은 180일의 범위에서 산재요양으로 처리한다.</p>"
복무규정.json,4,paragraph,<br><p id='21' data-category='paragraph' style='font-size:20px'>1. 질병 또는 상해로 인하여 업무를 집행할 수 없는 경우<br>2. 감염병으로 인하여 그 직원의 출근이 다른 직원의 건강에 영향을 미칠 우려가 있<br>는 경우</p>
복무규정.json,4,paragraph,<br><p id='22' data-category='paragraph' style='font-size:20px'>② 병가 일수가 연간 6일을 초과하는 경우에는 의사의 진단서를 붙여야 한다. く 개정<br>2020.01.01 &gt;<br>제18조(공가) 소속기관의 장은 직원이 다음 각 호의 어느 하나에 해당하는 경우에는 필<br>요한 기간을 공가처리 하여야 한다.</p>
복무규정.json,4,list,"<br><p id='23' data-category='list' style='font-size:20px'>1. 병역검사, 예비군훈련 또는 민방위훈련이 있을 경우<br>2. 직무에 관하여 국가기관에 소환된 경우<br>3. 법률에 따라 투표에 참가한 경우</p>"
복무규정.json,5,list,"<p id='24' data-category='list' style='font-size:20px'>4. 올림픽, 전국체전 등 국가적인 행사에 참가한 경우로서 시행규칙으로 정한 경우<br>5. 「혈액관리법」 에 따라 헌혈에 참가한 경우 く 개정 2022.02.04 &gt;<br>6. 천재지변, 교통차단, 그 밖의 사유로 출근이 불가능할 경우<br>7. 「감염병의 예방 및 관리에 관한 법률」 에 따른 감염병으로 확진되기 전에 격리조<br>치를 하는 경우<br>8. 「지방자치분권 및 지방행정체제 개편에 관한 특별법」 제29조에 따라 주민자치위<br>원회 위원으로 위촉된 경우 같은 법 제28조에 따른 업무수행</p>"
복무규정.json,5,paragraph,<br><p id='25' data-category='paragraph' style='font-size:20px'>제19조(특별휴가) ① 직원은 다음 각 호의 어느 하나에 해당하는 경우에는 특별휴가를<br>받을 수 있다. 이 경우 거리가 먼 때에는 실제 필요한 왕복일수를 가산한다.</p>
복무규정.json,5,paragraph,<br><p id='26' data-category='paragraph' style='font-size:16px'>1. 결 혼</p>
복무규정.json,5,table,<br><table id='27' style='font-size:14px'><thead></thead><tbody><tr><td>가.</td><td>본인 : 5일</td></tr><tr><td>나.</td><td>자녀 : 1일</td></tr></tbody></table>
복무규정.json,5,heading1,<br><h1 id='28' style='font-size:20px'>2. 출산 및 유사산휴가</h1>
복무규정.json,5,paragraph,"<br><p id='29' data-category='paragraph' style='font-size:20px'>가. 배우자: 20일(출산에 한함), 3일(유사산에 한함). 단, 청구기한 및 분할 가능횟<br>수 등 세부내용은 복무규정시행규칙에 따른다.<br>나. 출산의 경우: 90일(한 번에 둘 이상 자녀를 임신한 경우에는 120일), 산후 45<br>일(한 번에 둘 이상 자녀를 임신한 경우에는 60일) 이상<br>다. 유사산의 경우: 15주 이내 10일, 16주~21주는 30일, 22주~27주는 60일, 28<br>주 이상은 90일 적용<br>라. 임신중인 직원이 유산의 경험 등 대통령령으로 정하는 사유로 휴가를 청구하는<br>경우: 출산 전 어느 때라도 휴가 분할 사용 가능. 이 경우 출산 후의 휴가기간은 연<br>속하여 45일 이상이 되어야 한다.</p>"
복무규정.json,5,heading1,<br><h1 id='30' style='font-size:16px'>3. 사망</h1>
복무규정.json,5,paragraph,"<br><p id='31' data-category='paragraph' style='font-size:16px'>가. 배우자, 본인 및 배우자의 부모: 5일<br>나. 본인 및 배우자의 조부모·외조부모: 3일<br>다. 자녀와 그 자녀의 배우자: 3일<br>라. 본인 및 배우자의 형제자매: 3일 く 개정 2026.03.10 &gt;</p>"
복무규정.json,5,list,<br><p id='32' data-category='list' style='font-size:20px'>4. 입양: 본인 20일<br>5. 자녀돌봄휴가: 2일(자녀가 3명 이상인 경우에는 3일)</p>
복무규정.json,5,paragraph,"<br><p id='33' data-category='paragraph' style='font-size:20px'>② 여자 직원이 보건휴가를 청구하는 때에는 월 1일의 보건휴가를 준다. 이 경우의 보수<br>지급은 「급여규정」 제9조제1항에 따른다.<br>③ &lt;삭제 2025.08.18&gt;<br>④ 풍해, 수해, 화재 등 각종 재해로 인해 피해를 입은 직원과 재해지역에서 자원봉사활</p>"
복무규정.json,5,list,<br><p id='34' data-category='list'></p>
복무규정.json,6,paragraph,"<p id='35' data-category='paragraph' style='font-size:14px'>동을 하고자 하는 직원은 5일 이내의 재해구호휴가를 받을 수 있다. 다만, 「재난및안전<br>관리기본법」 제14조1항에 따른 대규모 재난으로 피해를 입은 직원으로서 장기간 피해 수<br>습이 필요하다고 소속기관의 장이 인정하는 경우에는 10일의 재해구호휴가를 받을 수 있<br>다.<br>⑤ 인공수정 또는 체외수정 등 난임·불임치료 시술을 받는 직원은 연간 6일 이내의 휴가<br>를 받을 수 있다. 단, 이 경우에 최초 2일만 유급으로 하며 남성 직원은 정자채취일 당일<br>에1일씩 2번 유급휴가로 받을 수 있다.<br>⑥ 임신 중인 여성 직원이 「모자보건법」 제10조에 따른 임산부 정기 건강진단을 받는데<br>필요한 시간을 청구하는 경우 이를 허용하여야 한다.<br>⑦ 공사는 제6항에 따른 건강진단 시간을 이유로 그 직원의 임금을 삭감하여서는 아니<br>된다.<br>⑧ 직장 내 성희롱 발생사실이 확인된 때에는 피해직원은 성희롱 고충사건 접수일로부터<br>90일 범위안에서 5일의 유급 휴가를 받을수 있다.<br>⑨ 제1항의 특별휴가 시행에 필요한 세부사항은 사장이 따로 정한다.</p>"
복무규정.json,6,paragraph,"<br><p id='36' data-category='paragraph' style='font-size:14px'>제19조의2(야간근로와 휴일근로의 제한) 제6조에도 불구하고 임산부와 18세 미만자를<br>오후 10시부터 오전 6시까지의 시간 및 휴일에 근로시키지 못한다. 다만, 18세 미만자<br>및 산후 1년이 지나지 아니한 여성의 동의가 있는 경우, 임신 중의 여성이 명시적으로<br>청구하는 경우에 고용노동부장관의 인가를 받아 야간과 휴일에 근로하게 할 수 있다.</p>"
복무규정.json,6,heading1,<br><h1 id='37' style='font-size:14px'>[본조신설 2015.06.26]</h1>
복무규정.json,6,paragraph,"<br><p id='38' data-category='paragraph' style='font-size:14px'>제19조의3(임산부의 보호) ① 제4조에도 불구하고 임신한 여직원이 1일 2시간의 근로시<br>간 단축을 신청하는 경우 이를 허용하여야 한다. 다만, 1일 근로시간이 8시간 미만인 직<br>원에 대하여는 1일 근로시간이 6시간이 되도록 근로시간 단축을 허용할 수 있다. く 개정<br>2020.01.01 &gt;</p>"
복무규정.json,6,paragraph,"<br><p id='39' data-category='paragraph' style='font-size:14px'>② 제1항에 따른 근로시간 단축을 이유로 해당 직원의 임금을 삭감하여서는 아니 된다.<br>③ 제1항에 따른 근로시간 단축의 신청방법 및 절차 등에 필요한 사항은 사장이 따로 정<br>한다.<br>제19조의4(육아기 근로시간 단축) ① 만12세 이하 또는 초등학교 6학년 이하 자녀를 가<br>진 직원이 육아를 위하여 근로시간의 단축을 신청하는 경우에 이를 허용하여야 한다. 다<br>만, 대체인력 채용이 불가능한 경우, 정상적인 업무 수행에 중대한 지장을 초래하는 경우<br>등의 경우에는 그러하지 아니하다.<br>② 제1항 단서에 따라 육아기 근로시간 단축을 허용하지 않는 경우에는 해당 직원에게<br>그 사유를 서면으로 통보하고 육아휴직을 사용하게 하거나 그 밖의 조치를 통하여 지원<br>할 수 있는지를 해당 직원과 협의하여야 한다.</p>"
